Kod;Nazwa;Nazwa;Nazwa;CenaEw;CenaDet;Stawka;Stan
752;TOSTA KOSTKA LODOWA KG. 500;Wyroby cukiernicze;kg;11.0000;35,6895;5;0
754;TOSTA KOSTKA WZ KG. 500;Wyroby cukiernicze;kg;29.0000;38,8395;5;0
755;TOSTA KULKI TWAROGOWE KG. 500;Wyroby cukiernicze;kg;27.2632;35,6895;5;0
756;TOSTA MURZYNY W POLEWIE 63G. 500;Wyroby cukiernicze;szt;1.4000;2,2995;5;0
757;TOSTA PASZTET Z KAPUSTĄ 80G. 500;Pieczywo świeże;szt;2.3500;3,1395;5;0
758;TOSTA PLACEK PIKNIKOWY 500G. 500;Wyroby cukiernicze;szt;9.5000;13,6395;5;0
761;TOSTA SERNIK 100G. 500;Wyroby cukiernicze;szt;3.0700;4,1475;5;0
108;PRZECENA WARZYWA  KG 1 500;Warzywa i owoce przecena;kg;2.0000;0;5;0
109;PRZECENA WARZYWA KG 2 500;Warzywa i owoce przecena;kg;0.0000;0;5;0
110;PRZECENA WARZYWA KG 3 500;Warzywa i owoce przecena;kg;0.0000;0;5;0
111;PRZECENA WARZYWA KG 4 500;Warzywa i owoce przecena;kg;0.0000;0;5;0
112;PRZECENA WARZYWA  KG 5 500;Warzywa i owoce przecena;kg;0.0000;0;5;0
113;PRZECENA WARZYWA  KG 6 500;Warzywa i owoce przecena;kg;0.0000;0;5;0
114;PRZECENA WARZYWA KG 7 500;Warzywa i owoce przecena;kg;0.0000;0;5;0
116;PRZECENA WARZYWA KG 9 500;Warzywa i owoce przecena;kg;0.0000;0;5;0
117;PRZECENA WARZYWA KG 10 500;Warzywa i owoce przecena;szt;0.0000;0;5;0
118;PRZECENA WARZYWA SZT 11 500;Warzywa i owoce przecena;szt;0.0000;0;5;0
119;PRZECENA WARZYWA SZT 12 500;Warzywa i owoce przecena;szt;0.0000;0;5;0
120;PRZECENA WARZYWA SZT 13 500;Warzywa i owoce przecena;szt;0.0000;0;5;0
121;PRZECENA WARZYWA SZT 14 500;Warzywa i owoce przecena;szt;0.9900;1,0395;5;0
122;PRZECENA WARZYWA SZT 15 500;Warzywa i owoce przecena;szt;0.0000;0;5;0
123;PRZECENA WARZYWA SZT 16 500;Warzywa i owoce przecena;szt;0.0000;0;5;0
124;PRZECENA WARZYWA SZT 17 500;Warzywa i owoce przecena;szt;0.0000;0;5;0
128;PRZECENA SPOŻYWKA 1 500;Promocje;szt;0.0000;0;5;0
129;PRZECENA SPOŻYWKA 2 500;Promocje;szt;0.0000;0;5;0
130;PRZECENA SPOŻYWKA 3 500;Promocje;szt;0.0000;0;5;0
137;PRZECENA NABIAŁ KG 1 500;Nabiał przecena;kg;0.0000;0;5;0
138;PRZECENA NABIAŁ KG 2 500;Nabiał przecena;kg;13.3300;0;5;0
139;PRZECENA NABIAŁ SZT 3 500;Nabiał przecena;szt;0.0000;1,0395;5;0
140;PRZECENA NABIAŁ SZT 4 500;Nabiał przecena;szt;0.0000;0;5;0
141;PRZECENA NABIAŁ SZT 5 500;Nabiał przecena;szt;0.0000;0;5;0
142;PRZECENA NABIAŁ SZT 6 500;Nabiał przecena;szt;25.0019;0;5;0
144;PRZECENA NABIAŁ SZT 8 500;Nabiał przecena;szt;0.0000;0;5;0
156;PALUSZKI RYBNE KG. 500;Ryby mrożone 1;kg;26.6000;36,7395;5;0
157;MONIKA CHLEB DO ŻURKU SZT. 500;Świeże;szt;3.6000;5,2395;5;0
159;SMAKMAK SAŁATKA Z SZRAMĄ 280G 500;Surówki;szt;5.1000;7,3395;5;0
162;TOSTA BUŁKA ELITKA 50G. 500;Świeże;szt;0.7000;0,9345;5;0
164;TOSTA SERNIK FIRMOWY KG. 500;Wyroby cukiernicze;kg;30.9649;43,0395;5;0
165;TOSTA CIASTECZKA LUKSUSOWE KG. 500;Wyroby cukiernicze;kg;31.0000;44,0895;5;0
175;MONIKA CIASTKA DUET KG. 500;Wyroby cukiernicze;kg;13.5000;19,425;5;0
180;KILIAN BEZOLETKA SZAMPAŃSKA SZT. 500;Wyroby cukiernicze;szt;5.7000;7,9695;5;0
189;ORZECH WŁOSKI KG. 500;Bakalie;kg;32.0000;45,1395;5;0
194;ORZECH LASKOWY W ŁUPINIE KG. 500;Bakalie;kg;12.0000;14,6895;5;0
196;KOKOSANKA BABKA PIASKOWA KG. 500;Wyroby cukiernicze;kg;16.0000;22,0395;5;0
920;SEKO LECZO RYBNE KG. 500;Rybne marynowane na wagę;kg;14.9300;24,1395;5;0
197;KARP ŚWIEŻY KG. 500;Ryby surowe;kg;23.0000;22,2495;5;0
226;SAŁATA LOLLO SZT 500;Warzywa;szt;5.0000;5,2395;5;0
231;NEKTARYNKA KOSZ. 500;Owoce;szt;7.9000;7,2345;5;0
232;PIEROGI Z MIĘSEM KG 500;Mrożonki 2;kg;15.5880;16,4745;5;0
238;TUREK KWIAT 500;Ogród;szt;0.9000;1,5225;5;0
241;SELER MŁODY SZT 500;Warzywa;szt;3.9600;3,4125;5;0
242;MARCHEW MŁODA KG. 500;Warzywa;kg;2.6800;1,8375;5;0
244;PSTRĄG ŚWIEŻY KG 500;Ryby surowe;kg;31.0000;41,9895;5;0
839;NEKTARYNKA SZT. 500;Owoce;szt;2.0000;13,6395;5;0
865;INDYKPOL PIECZEŃ Z ŻURAWINĄ KG 500;Szynki, blokowe, wędzonki Luz;kg;21.3909;27,2895;5;0
894;EITNEROWIE CHLEB DO ŻURKU SZT. 500;Świeże;szt;3.8000;3,8745;5;0
922;OBÓRKA KIEŁBASA POLSKA SUROWA KG. 500;Kiełbasa Luz;kg;7.5100;35,6895;5;0
925;SOKOŁÓW SALAMI W OBSYPCE ZIOŁA PROWANSALSKIE KG 500;Salami Luz;kg;2.5000;41,9895;5;0
932;KONBAG CIASTKA KRUCHE KG. 500;Wyroby cukiernicze;kg;13.0000;17,8395;5;0
933;KONBAG PLACEK DROŻDŻOWY KG 500;Wyroby cukiernicze;kg;10.0000;14,6895;5;0
935;TOSTA TORT O SMAKU CZEKOLADOWYM KG. 500;Wyroby cukiernicze;kg;37.2308;50,3895;5;0
936;TOSTA SERNIK DOMOWY KG. 500;Wyroby cukiernicze;kg;32.6585;43,0395;5;0
951;BESTFISH PŁAT ŚL MARYNOWANY KG 500;Rybne marynowane na wagę;kg;16.6700;20,9895;5;0
953;LUKULLUS POLĘDWICA WIŚNIOWA KG. 500;Szynki, blokowe, wędzonki Luz;kg;19.9903;27,9195;5;0
956;SPOŁEM PĄCZKI FIRMOWE SZT. 500;Wyroby cukiernicze;szt;2.3500;2,8875;5;0
960;CHRUPEK KOMPOZYCJA CIAST KG. 500;Wyroby cukiernicze;kg;23.8114;34,6395;5;0
966;SEKO W DORSZOWA PO GRECKU KG. 500;Garmażerka rybna na wagę;kg;21.3533;30,4395;5;0
968;KLUSKI ŚLĄSKIE 500;Pozostałe;kg;9.5900;12,0645;5;0
985;WIWA KIEŁBASA CHŁOPSKA KG. 500;Kiełbasa Luz;kg;31.9881;39,8895;5;0
986;HORTEX KALAFIOR KG. 500;Warzywa 1;kg;8.3400;11,5395;5;0
993;PYZY Z MIĘSNE KG. 500;Pozostałe;kg;13.9580;18,3645;5;0
995;DORSZ WĘDZONY KG 500;Ryby wędzone na wagę;kg;22.2367;38,8395;5;0
1009;FROSTA FIGURKI RYBNE KG 500;Ryby mrożone 1;kg;12.2800;16,7895;5;0
1010;ROLMLECZ SER CZARNOLESKI KG. 500;Sery żółte na wage;kg;20.9912;33,0645;5;0
1011;BYSTRY PARÓWKI WYKWINTNE KG. 500;Kiełbasa Luz;kg;14.9904;24,8745;5;0
1018;PIEKUŚ JAGODZIANKA SZT. 500;Wyroby cukiernicze;szt;3.6900;5,0925;5;0
1019;ITA CIASTKA MIX  KG 500;Wyroby cukiernicze;kg;25.0000;27,72;5;0
1024;PIKLING KG 500;Ryby wędzone na wagę;kg;9.8600;13,6395;5;0
1035;KONCENTRAT CZERNINOWY MROŻONY 500;Koncentraty;szt;5.4900;7,2345;5;0
1036;SMOLIŃSKI PODGARDLE WĘDZONE KG. 500;Szynki, blokowe, wędzonki Luz;kg;4.0000;12,0645;5;0
1045;WĘDLINY OD ZAWSZE KIEŁBASA DLA CHŁOPA KG. 500;Kiełbasa Luz;kg;15.9899;20,9895;5;0
1047;WĘDLINY OD ZAWSZE MYŚLIWSKA BEZ DODATKU E KG. 500;Kiełbasa Luz;kg;31.9878;41,9895;5;0
1052;MATJAS SOLONY KG 500;Rybne marynowane na wagę;kg;12.8850;20,9895;5;0
1053;MOSKALIKI KG 500;Rybne marynowane na wagę;kg;19.0600;25,1895;5;0
1058;RÓŻYCCY CHORIZO KIEŁBASA WIEPRZOWA WĘDZONA SUSZONA KG 500;Kiełbasa Luz;kg;24.6962;41,9895;5;0
1059;TOSTA KOSTKA KRÓLEWSKA KG. 500;Wyroby cukiernicze;kg;19.5000;27,2895;5;0
1068;RADOMSKO SER GOUDA KG. 500;Sery żółte na wage;kg;18.8902;18,8895;5;0
1080;DORSZ BAŁTYCKI FILET Z/S KG. 500;Ryby mrożone 1;kg;34.9700;40,9395;5;0
1084;RÓŻYCCY PIECZEŃ WIOSENNA KG. 500;Szynki, blokowe, wędzonki Luz;kg;20.0000;33,5895;5;0
1085;OLEWNIK SZYNKA CYGAŃSKA KG. 500;Szynki, blokowe, wędzonki Luz;kg;27.5898;39,8895;5;0
1096;OGÓREK ZIELONY SZT. 500;Warzywa;szt;2.3800;4,6095;5;0
1128;FROSTA PALUSZKI RYBNE KG 500;Garmażerka rybna na wagę;kg;28.7700;37,7895;5;0
1143;ROLMOPS OPIEKANY KG. 500;Garmażerka rybna na wagę;kg;25.5200;24,1395;5;0
1154;BOMAX CHLEB JAGLANY SZT. 500;Świeże;szt;4.9000;6,9195;5;0
1247;ŚLEDŹ W OLEJU KG. 500;Rybne marynowane na wagę;kg;22.5000;30,4395;5;0
1257;ELMAR ŁOSOŚ MINI POLĘDWICZKA WĘDZONA KG. 500;Ryby wędzone na wagę;kg;55.8400;73,4895;5;0
1265;SPOŁEM ROGALE DROŻDŻOWE KG. 500;Wyroby cukiernicze;kg;31.0000;38,8395;5;0
1268;PANIX ROLADKI ŚLEDZIOWE WĘDZONE ŚWIEŻE KG 500;Ryby wędzone na wagę;kg;18.1700;23,6145;5;0
1270;PRZYSMAK MYŚLIWEGO KG 500;Garmażerka rybna na wagę;kg;19.6667;31,4895;5;0
1272;SMAŻONA ROLADA DORSZA Z PIECZARKĄ KG. 500;Ryby dania mrożone;kg;39.1300;34,6395;5;0
1274;MORFISH PŁATY MARYNOWANE KG 500;Rybne marynowane na wagę;kg;15.9440;19,9395;5;0
1281;LIMANDA FILET KG 500;Ryby mrożone 1;kg;16.8200;37,2645;5;0
1284;ARTURO KIEŁBASA SZYNKOWA EXTRA KG. 500;Kiełbasa Luz;kg;23.9911;35,6895;5;0
1288;KRAINA CIAST EKLERY KG. 500;Wyroby cukiernicze;kg;34.9900;47,2395;5;0
1289;WARTA EKLERY Z BUDYNIEM KG. 500;Wyroby cukiernicze;kg;17.9143;26,2395;5;0
1290;LUKULLUS KIEŁBASKI GRILLOWE Z SZYNKI KG. 500;Kiełbasa Luz;kg;15.9889;22,0395;5;0
1292;RÓŻYCCY KIEŁBASA Z GALARETKĄ KG. 500;Kiełbasa Luz;kg;18.1000;24,1395;5;0
1293;RÓŻYCCY KIEŁBASA Z INDYKIEM KG. 500;Kiełbasa Luz;kg;26.2014;32,5395;5;0
1294;RÓŻYCCY PASZTET Z GĘSINĄ KG. 500;Pasztety, metki Luz;kg;23.5036;29,3895;5;0
1295;RÓŻYCCY SMALEC Z JABŁKIEM SZT. 500;Smalec;kg;5.3000;7,3395;5;0
1297;ŁUKÓW WĘDZONKA WIEPRZOWA CZOSNKOWA KG. 500;Szynki, blokowe, wędzonki Luz;kg;14.9901;20,9895;5;0
1299;"FROSTA FILET Z MINTAJ ""EXCELLENT"" KG. 500";Ryby mrożone 1;kg;29.7394;46,914;5;0
1316;RÓŻYCCY GOLONECZKA KG. 500;Szynki, blokowe, wędzonki Luz;kg;19.8497;26,2395;5;0
1319;RÓŻYCCY PASZTETOWA ZE SZCZYPIORKIEM KG. 500;Pasztety, metki Luz;kg;18.0000;20,9895;5;0
1320;RÓŻYCCY KIEŁBASA PIWOSZKI KG 500;Kiełbasa Luz;kg;28.2009;36,2145;5;0
1331;RÓŻYCCY BOCZEK WĘDZONY KG. 500;Szynki, blokowe, wędzonki Luz;kg;31.0000;36,7395;5;0
1332;RÓŻYCCY KIEŁBASA DĘBICKA KG. 500;Kiełbasa Luz;kg;29.5017;34,6395;5;0
1337;STAROPOLSKIE WĘDLINY PASZTET DELIKATNY Z FILETEM Z KURCZĄT KG. 500;Pasztety, metki Luz;kg;16.9900;23,0895;5;0
1338;SMOLIŃSKI BALERON BUNI KG. 500;Szynki, blokowe, wędzonki Luz;kg;11.4500;16,7895;5;0
1339;PAPRYKA MIX 500G. 500;Warzywa;szt;8.8400;5,5545;5;0
1353;KRAJANKA ŚLEDZ Z CZOSNKIEM KG 500;Sałatki rybne na wagę;kg;18.3333;44,0895;5;0
1357;FILET Z MORSZCZUKA Z/S KAPSKI KG. 500;Ryby mrożone 1;kg;29.0000;25,1895;5;0
1366;PANIX PŁAT ŚLEDŻ.WĘDZONY ŚWIEŻY  KG 500;Ryby wędzone na wagę;kg;14.3300;19,9395;5;0
1368;PEKLIMAR SZYNKÓWECZKA KG. 500;Szynki, blokowe, wędzonki Luz;kg;24.1508;30,9645;5;0
1380;FRANKA KIEŁBASA SZYNKOWA KG. 500;Kiełbasa Luz;kg;28.5000;35,6895;5;0
1404;SPOŁEM SZARLOTKA 620G. 500;Wyroby cukiernicze;szt;13.8000;18,375;5;0
1405;PREUS MAKOWIEC KG. 500;Wyroby cukiernicze;kg;17.3000;23,0895;5;0
1407;RÓŻYCCY SMALEC ZE SKWARKAMI SZT. 500;Smalec;kg;4.5000;5,7645;5;0
1411;PREUS SERNIK DOMOWY KG. 500;Wyroby cukiernicze;kg;27.1500;36,225;5;0
1428;WĘDLINY OD ZAWSZE POLĘDWICA DROBIOWA Z MAJERANKIEM KG. 500;Szynki, blokowe, wędzonki Luz;kg;10.9900;15,7395;5;0
1429;SUPERFISH KIESZONKI ŁOSOSIA Z SZPINAKIEM KG. 500;Ryby dania mrożone;kg;45.0000;59,8395;5;0
1441;KONBAG CHLEB ŻYTNI 500G. 500;Świeże;szt;4.4000;5,9325;5;0
1447;FILET ŚLEDZIOWY PO WIEJSKU Z CEBULKĄ KG 500;Rybne marynowane na wagę;kg;21.4240;31,4895;5;0
1454;PIOTRUŚ BUŁKA SŁODKA Z JAGODAMI SZT 500;Wyroby cukiernicze;szt;2.8000;3,7695;5;0
1455;PIEKUŚ PLACEK Z JABŁKIEM  KG. 500;Wyroby cukiernicze;kg;21.0022;34,6395;5;0
1456;PIEKUŚ STRUCLA SEROWA KG. 500;Wyroby cukiernicze;kg;17.3667;25,1895;5;0
1462;PIEKUŚ PLACEK CZEKOLADOWY KG. 500;Wyroby cukiernicze;kg;0.0167;32,025;5;0
1464;RÓŻYCCY KIEŁBASA BIAŁA PARZONA KG. 500;Kiełbasa Luz;kg;22.5057;26,8695;5;0
1468;TOSTA BUŁKA SZPINAKOWA 80G. 500;Świeże;szt;1.1000;1,4595;5;0
1477;WARTA PĄCZKI MINI Z SEREM KG. 500;Wyroby cukiernicze;kg;31.2560;27,2895;5;0
1001693;RYBHAND WĘDZONA TUSZKA Z KARMAZYNA KG. 500;Ryby wędzone na wagę;kg;21.4900;32,5395;5;0
1502;FILET ŚLEDZ A LA BISMARCK KG. 500;Rybne marynowane na wagę;kg;14.1675;30,4395;5;0
1508;OLSZA CIASTO ŚLIWKA-JABŁKO KG 500;Wyroby cukiernicze;kg;25.9007;34,6395;5;0
1516;BYSTRY PASZTETOWA WĘDZONA KG. 500;Pasztety, metki Luz;kg;11.9918;17,4195;5;0
1529;TOSTA JABŁECZNIK KG. 500;Wyroby cukiernicze;kg;21.8319;29,3895;5;0
1531;WARMIA POLĘDWICA Z BECZKI KG. 500;Szynki, blokowe, wędzonki Luz;kg;11.6100;20,9895;5;0
1534;RÓŻYCCY KIEŁBASA SŁOIKOWA KG. 500;Kiełbasa Luz;kg;21.0000;23,0895;5;0
1536;BURGERY RYBNE Z WARZYWAMI KG. 500;Garmażerka rybna na wagę;kg;11.6100;24,7695;5;0
1543;PRZECENA SPOŻYWKA 12 500;Promocje;szt;7.3000;3,1395;5;0
1544;PRZECENA SPOŻYWKA 13 500;Promocje;szt;0.0000;4,1895;5;0
1549;ŚMIŁOWO FILET Z KURCZAKA ZAPIEKANY KG. 500;Szynki, blokowe, wędzonki Luz;kg;25.5037;32,5395;5;0
1554;KOKOSANKA MAZUREK WIELKANOCNY SZT. 500;Wyroby cukiernicze;szt;9.9900;14,1645;5;0
1560;RÓŻYCCY SCHAB Z PIECA KG. 500;Szynki, blokowe, wędzonki Luz;kg;34.0000;43,0395;5;0
1566;RÓŻYCCY KIEŁBASA PODWAWELSKA KG. 500;Kiełbasa Luz;kg;22.2000;29,3895;5;0
1567;RÓŻYCCY KIEŁBASA KEBAB KG. 500;Kiełbasa Luz;kg;14.5000;20,9895;5;0
1569;KAROL SZYNKA HETMAŃSKA KG. 500;Szynki, blokowe, wędzonki Luz;kg;28.9920;33,5895;5;0
1573;RÓŻYCCY BOCZEK PARZONY KG. 500;Szynki, blokowe, wędzonki Luz;kg;28.0000;32,5395;5;0
1577;KONBAG BARANEK WIELKANOCNY 250G. 500;Wyroby cukiernicze;szt;3.0000;4,0845;5;0
1585;MAKRELA TUSZA PIECZONA KG 500;Garmażerka rybna na wagę;kg;15.0000;25,7145;5;0
1590;KONBAG MAZUREK 100G. 500;Wyroby cukiernicze;szt;4.0000;5,2395;5;0
1591;KONBAG BABECZKA ŚWIĄTECZNA 50G. 500;Wyroby cukiernicze;szt;2.2000;2,9925;5;0
1626;OLEWNIK KIEŁBASA TORUŃSKA KG. 500;Kiełbasa Luz;kg;19.9900;28,3395;5;0
1628;TOSTA SERNIK Z NUTKĄ POMARAŃCZY KG. 500;Wyroby cukiernicze;kg;30.0000;41,9895;5;0
1629;WITEK CIASTKO FRACUSKIE SZT. 500;Wyroby cukiernicze;szt;2.1525;3,0345;5;0
1638;PIEKUŚ KOSTKA VINETA KG. 500;Wyroby cukiernicze;kg;20.9626;29,3895;5;0
1643;PIEKUŚ PODUSZKA FRANCUSKA Z SEREM 100G. 500;Wyroby cukiernicze;szt;1.8500;2,6145;5;0
1645;PIEKUŚ WIKTORYNKA SZT. 500;Wyroby cukiernicze;szt;2.7700;3,675;5;0
1648;TOSTA KOSTKA FANTAZJA TĘCZOWA KG. 500;Wyroby cukiernicze;kg;22.5000;18,8895;5;0
1649;TOSTA PĄCZEK 80G. 500;Wyroby cukiernicze;szt;1.6500;2,5095;5;0
1664;PIEKUŚ PTYŚ 60G. 500;Wyroby cukiernicze;szt;2.9900;3,9375;5;0
1666;TOSTA DROŻDŻÓWKA Z RABARBAREM 100G. 500;Wyroby cukiernicze;szt;2.5000;3,3495;5;0
1667;TOSTA DROŻDŻÓWKA Z MARMOLADĄ 100G. 500;Wyroby cukiernicze;szt;2.5000;3,3495;5;0
1672;PASZAK KIEŁBASA SZYNKOWA TRADYCYJNA KG. 500;Kiełbasa Luz;kg;24.0000;33,075;5;0
1683;BYSTRY OZORKI MISTRZA ANDRZEJA KG. 500;Pasztety, metki Luz;kg;23.9011;31,4895;5;0
1684;TOSTA WIANUSZEK 60G. 500;Wyroby cukiernicze;szt;1.6500;2,5725;5;0
1690;WĘDLINY OD ZAWSZE SZYNKA KONSERWOWA KG. 500;Szynki, blokowe, wędzonki Luz;kg;22.9895;22,0395;5;0
1692;SMOLIŃSKI KIEŁBASA ZIELONOGÓRSKA KG. 500;Kiełbasa Luz;kg;19.9000;26,7645;5;0
1696;RÓŻYCCY PASZTET Z INDYKA KG. 500;Pasztety, metki Luz;kg;24.5044;28,3395;5;0
1698;DOBROWOLSCY SCHAB DWORSKI KG. 500;Szynki, blokowe, wędzonki Luz;kg;17.9902;25,1895;5;0
1699;GAIK ROLADA GRECKA KG. 500;Kiełbasa Luz;kg;19.9900;23,0895;5;0
1701;ROLMOPS PO KASZUBSKU KG 500;Rybne marynowane na wagę;kg;20.0000;31,4895;5;0
1706;TOSTA TARTALETKA SEROWO-KREMOWA 100G. 500;Wyroby cukiernicze;szt;4.0000;6,2895;5;0
1708;TOSTA PIZZERKA Z PIECZARKĄ 100G. 500;Świeże;szt;2.8000;3,8745;5;0
1711;RÓŻYCCY FILET Z KURCZAKA WĘDZONY KG. 500;Szynki, blokowe, wędzonki Luz;kg;31.5000;38,8395;5;0
1713;NIEWIEŚCIN KASZANKA BIAŁA Z PIECZARKAMI KG. 500;Pasztety, metki Luz;kg;17.3000;18,8895;5;0
1716;KAROL KRAKOWSKA PARZONA KG. 500;Kiełbasa Luz;kg;18.9897;25,1895;5;0
1718;TOSTA KOSTKA OWOCOWA KG. 500;Wyroby cukiernicze;kg;27.0000;37,7895;5;0
1721;KOKOSANKA ROŻKI BUDYNIOWO-OWOCOWE KG. 500;Wyroby cukiernicze;kg;18.0000;26,2395;5;0
1729;BALCERZAK PALUSZKI ŚLĄSKIE KG. 500;Kiełbasa Luz;kg;11.5900;30,4395;5;0
1731;PIETRUSZKA Z NACIĄ SZT 500;Warzywa;szt;1.8000;2,7825;5;0
1732;SOKOŁÓW PARÓWKI GRATKA KG. 500;Kiełbasa Luz;kg;10.5897;12,5895;5;0
1735;MUSZYŃSCY KOSTKA HISZPAŃSKA  KG. 500;Wyroby cukiernicze;kg;1.6000;29,3895;5;0
1736;SKIBA PASZTET ZE SZCZYPIORKIEM KG. 500;Pasztety, metki Luz;kg;12.8900;18,8895;5;0
1737;BIAŁAS DORSZOWA RYBA PO CHOJNIC KG 500;Garmażerka rybna na wagę;kg;22.8000;32,5395;5;0
1744;SMAKMAK SMALEC Z POREM KG. 500;Smalec;kg;13.0000;17,8395;5;0
1748;GIŻEWSKI BATON DROBIOWY Z WARZYWAMI KG. 500;Pasztety, metki Luz;kg;16.5289;23,0895;5;0
1770;PRZECENA SPOŻYWKA 500;Promocje;kg;9.9900;10,4895;5;0
1776;TOSTA CIASTKA PÓŁFRANCUSKIE Z SEREM 90G. 500;Wyroby cukiernicze;szt;2.5500;3,3495;5;0
1780;DORSZ BAŁTYCKI FILET KG. 500;Ryby mrożone 1;kg;28.9000;38,4195;5;0
1791;SZPROT KG. 500;Ryby wędzone na wagę;kg;17.8000;22,0395;5;0
1794;ROSETTE PIEROGI Z KAPUSTĄ I PIECZARKAMI KG 500;Garmażerka;kg;21.5200;28,3395;5;0
1795;PEKLIMAR POLĘDWICA HANI KG. 500;Szynki, blokowe, wędzonki Luz;kg;19.1000;26,2395;5;0
1803;KOPYTKA KG 500;Pozostałe;kg;8.6040;11,5395;5;0
1815;ŁABISZYN CHLEB TRADYCYJNY 500G. 500;Świeże;szt;4.4000;5,9325;5;0
1836;RÓŻYCCY POLĘDWICA WĘDZONA KG. 500;Szynki, blokowe, wędzonki Luz;kg;40.0762;50,3895;5;0
1838;PŁAT MAKRELI OPIEKANY KG 500;Garmażerka rybna na wagę;kg;23.2800;31,4895;5;0
1839;TROJAN CHLEB GRAHAM 500G. 500;Świeże;szt;6.1500;8,2425;5;0
1843;PAWEKO KAPUSTA SURÓWKOWA  KG. 500;Surówki;kg;6.0000;8,3895;5;0
1853;AVIKO CZĄSTKI ZIEMNIAKA ZE SKÓRKĄ 500;Frytki;kg;7.1800;9,1245;5;0
1862;CIEPŁUCH KIEŁBASA JAŁOWCOWA KG. 500;Kiełbasa Luz;kg;27.3009;34,2195;5;0
1866;TOSTA STRUCEL Z MAKIEM I KRUSZONKĄ KG. 500;Wyroby cukiernicze;kg;24.7909;33,5895;5;0
1868;RÓŻYCCY KIEŁBASA Z PIERSI KURCZAKA KG. 500;Kiełbasa Luz;kg;29.5000;33,5895;5;0
1869;PEKLIMAR KIEŁBASA KRUCHA PIECZONA KG. 500;Kiełbasa Luz;kg;24.6893;34,6395;5;0
1882;OLEWNIK KIEŁBASA NIEDŻWIEDZIA KG. 500;Kiełbasa Luz;kg;26.9912;35,6895;5;0
1883;RÓŻYCCY KIEŁBASA KRAKOWSKA PARZONA KG. 500;Kiełbasa Luz;kg;25.5000;29,3895;5;0
1894;ROLADA Z MAKRELI KG 500;Rybne marynowane na wagę;kg;9.9900;32,5395;5;0
1911;FROSTA FILET ZAPIEKANY ZE SZPINAKIEM KG. 500;Ryby mrożone 1;kg;27.1600;39,8895;5;0
1932;KONBAG CHLEB ŻYTNI 500G. CAŁY 500;Świeże;szt;2.1000;3,0345;5;0
1934;KONBAG CHAŁKA 250G. 500;Świeże;szt;2.8000;3,7695;5;0
1935;KONBAG PLECIONKA 100G. 500;Świeże;szt;1.8000;2,4045;5;0
1936;BELL SZYNKA CHLEBOWA KG. 500;Szynki, blokowe, wędzonki Luz;kg;15.0000;23,0895;5;0
1937;TROJAN CHLEB RODZINNY 900G. 500;Świeże;szt;6.2000;7,9695;5;0
1957;RÓŻYCCY KIEŁBASA LEŚNA KG. 500;Kiełbasa Luz;kg;32.0000;38,5245;5;0
1960;PRUSZCZ SZYNKA DĘBOWA KG. 500;Szynki, blokowe, wędzonki Luz;kg;28.9000;37,2645;5;0
1963;ANNA WISIENKI KG. 500;Wyroby cukiernicze;kg;22.0000;26,2395;5;0
1973;ŁABISZYN BUŁKA POZNAŃSKA 50G. 500;Świeże;szt;0.6700;0,9345;5;0
1986;PRUSZCZ POLEDWICA DROBIOWA KG. 500;Szynki, blokowe, wędzonki Luz;kg;10.0000;28,3395;5;0
1990;TOSTA CHLEBEK PASCHALNY 50G. 500;Świeże;szt;0.9000;2,4045;5;0
1991;PRUSZCZ TUSZONKA KG. 500;Pasztety, metki Luz;kg;2.5000;15,7395;5;0
1993;TOSTA TORCIK MAKOWY KG. 500;Wyroby cukiernicze;kg;26.7688;35,6895;5;0
1994;TOSTA CHLEB DO ŻURKU 300G. 500;Świeże;szt;4.0000;5,2395;5;0
1995;PREUS BABKA CYTRYNOWA KG. 500;Wyroby cukiernicze;kg;22.8973;30,4395;5;0
1999;PREUS MAKOWE RUNO KG. 500;Wyroby cukiernicze;kg;19.4887;27,2895;5;0
2008;KOKOSANKA MUFLONKI SZT. 500;Wyroby cukiernicze;szt;3.0000;3,9795;5;0
2011;TOSTA OMLET 80G. 500;Wyroby cukiernicze;szt;2.0500;2,7825;5;0
2012;CEDROB MIĘSIWO PIECZONE Z KURNEJ PÓŁKI Z DODATKIEM PIEPRZU KG 500;Szynki, blokowe, wędzonki Luz;kg;7.0002;10,4895;5;0
2014;CF PÓŁBAGIETKA 115G 500;Wypiek własny;szt;1.4090;1,7325;5;0
2017;CF PALUCH FITNESS 70G 500;Wypiek własny;szt;1.1578;1,3545;5;0
2019;CF DONUT Z POLEWĄ CZEKOLADOWĄ 55G 500;Wypiek własny;szt;1.5206;2,5725;5;0
2020;CF MINI CROISSANT 25G. 500;Wypiek własny;szt;0.9100;1,2075;5;0
2021;CF ROGALIK Z NADZIENIEM ORZECH 100G 500;Wypiek własny;szt;2.3297;4,0845;5;0
2023;CF BUŁKA Z DYNIĄ 60G 500;Wypiek własny;szt;1.3205;1,0395;5;0
2025;CF BAGIETKA 250G. 500;Wypiek własny;szt;1.5800;2,2995;5;0
2026;CF BAGIETKA Z MASŁEM CZOSNKOWYM 175G (Z) 500;Wypiek własny;szt;2.9575;3,465;5;0
2027;JBB KIEŁBASA MAZURSKA KG. 500;Kiełbasa Luz;kg;15.9896;16,7895;5;0
