Kod;Nazwa;Nazwa;Nazwa;CenaEw;CenaDet;Stawka;Stan
17643;LA PETITE SERNIK AMBASADOR KG. 500;Wyroby cukiernicze;kg;28.0000;39,8895;5;0
20267;MALCZEWSKI BARAN BABKA DUŻY SZT.;Wyroby cukiernicze;szt;15.0000;20,990025;5;0
20263;MIŁOSŁAW CHLEB DO ŻURKU SZT.;Świeże;szt;4.0000;5,68995;5;0
20277;HERT CHLEBEK WIELKANOCNY SZT.;Świeże;szt;5.5000;7,699965;5;0
20275;HERT BABECZKA WIELKANOCNA SZT.;Wyroby cukiernicze;szt;2.8000;4,1895;5;0
20268;MALCZEWSKI FIGURKA MAŁA SZT.;Wyroby cukiernicze;szt;7.0000;9,78999;5;0
20266;MIŁOSŁAW ROLADA KG.;Wyroby cukiernicze;kg;29.0000;40,990005;5;0
20281;KUCZORA TORT CZEKOLADOWY SZT.;Wyroby cukiernicze;szt;60.7000;85,98996;5;0
20279;WAWRÓW CHLEBEK OKOLICZNOŚCOWY 200G.;Świeże;szt;1.9900;2,789955;5;0
20278;MALCZEWSKI CHLEBEK WIELKANOCNY 150G.;Świeże;szt;2.0000;2,8245;5;0
20276;HERT CHLEB ŻURKOWY SZT.;Świeże;szt;5.5000;7,68999;5;0
19296;TOBAKE BUŁKA Z SOLĄ SZT.;Świeże;szt;1.1000;1,55001;5;0
18706;TOBAKE CHAŁKA SZT.;Świeże;szt;5.2000;7,290045;5;0
19299;TOBAKE CHLEB DIABETYCZNY SZT.;Świeże;szt;6.0000;8,3895;5;0
18640;TOBAKE CHLEB KRESOWY SZT.;Świeże;szt;6.0000;8,3895;5;0
18642;TOBAKE CHLEB MIESZANY 500G.;Świeże;szt;4.2500;5,950035;5;0
18667;TOBAKE CHLEB MIESZANY KROJONY 900G.;Świeże;szt;8.5000;11,98995;5;0
18670;TOBAKE CHLEB MIESZANY OKRĄGŁY 500G.;Świeże;szt;4.7500;6,790035;5;0
19452;TOBAKE CHLEB PYSZNY SZT.;Świeże;szt;5.5000;7,6965;5;0
18643;TOBAKE CHLEB RAZOWY KROJONY 600G.;Świeże;szt;5.5000;7,85001;5;0
18647;TOBAKE CHLEB STAROPOLSKI SZT.;Świeże;szt;5.0000;7,000035;5;0
18668;TOBAKE CHLEB STAROWIEJSKI 900G.;Świeże;szt;9.0000;12,5895;5;0
18727;TOBAKE CHLEB TOSTOWY SZT.;Świeże;szt;5.0000;6,989955;5;0
18683;TOBAKE CHLEB ZIOŁOWY KROJONY 600G.;Świeże;szt;5.5000;7,85001;5;0
18644;TOBAKE CHLEB ŻYTNI SZT.;Świeże;szt;6.0000;8,3895;5;0
18673;TOBAKE CIASTKA KRUCHE KG.;Wyroby cukiernicze;kg;40.0000;57,99003;5;0
20294;SŁOMIŃSKI KIEŁBASA JAŁOWCOWA SŁOMIŃSKI KG.;Kiełbasa Luz;kg;44.9000;59,989965;5;0
20293;PUCHNIK ŚLĄSKA DELIKATESOWA KG.;Kiełbasa Luz;kg;25.0000;33,5895;5;0
20289;BOGDANIEC BUŁKA ŚWIĄTECZNA 50G.;Świeże;szt;1.3500;1,89;5;0
20287;ŚLIWKA CZERWONA SZT.;Owoce;szt;1.0000;1,45005;5;0
16232;POLASZEWSKA BUŁKA MAŁA WROCŁAWSKA 50G 500;Świeże;szt;1.0000;1,3545;5;0
16234;POLASZEWSKA CHAŁKA 250G. 500;Wyroby cukiernicze;szt;2.6000;3,4545;5;0
16235;POLASZEWSKA JAGODZIANKA 120G 500;Wyroby cukiernicze;szt;3.3000;4,3995;5;0
16237;POLASZEWSKA PĄCZEK Z POLEWĄ, BUDYNIEM, NADZIENIEM 90G 500;Wyroby cukiernicze;szt;2.5500;3,4125;5;0
16238;POLASZEWSKA DROŻDŻÓWKA 120G. 500;Wyroby cukiernicze;szt;2.5000;3,3495;5;0
16269;POLASZEWSKA GNIAZDKA POZNAŃSKIE 50G. 500;Wyroby cukiernicze;szt;3.3000;4,3995;5;0
16296;POLASZEWSKA CHLEB IG DLA DIABETYKÓW 300G. 500;Świeże;szt;5.0000;6,7095;5;0
16313;POLASZEWSKA BABKA PIASKOWA 300G. 500;Wyroby cukiernicze;szt;7.0000;9,4395;5;0
16334;POLASZEWSKA BUŁKA ZIARNISATA 50G. 500;Świeże;szt;1.0000;1,3545;5;0
16601;POLASZEWSKA ROGAL Z MAKIEM 90G. 500;Świeże;szt;1.3000;1,47;5;0
18808;POLASZEWSKA BAGIETKA 250G. 500;Świeże;szt;2.6000;3,6645;5;0
19904;POLASZEWSKA BUŁKA MAŚLANA SZT. 500;Świeże;szt;1.0000;1,6695;5;0
19930;POLASZEWSKA CHRUŚCIK 120G. 500;Wyroby cukiernicze;szt;2.5000;3,3495;5;0
19939;POLASZEWSKA BUŁKA HOT DOG 60G. 500;Świeże;szt;1.4000;1,9845;5;0
19752;ADMAT KARTACZ Z MIĘSEM KG. 500;Mrożonki 2;kg;17.9900;26,2395;5;0
20001;ADMAT KALAFIOR KG. 500;Warzywa 1;kg;6.4800;9,4395;5;0
20100;ADMAT MIESZANKA 8 SKŁADNIKOWA KG 500;Mieszanki warzywne;kg;5.5200;8,2845;5;0
20141;ADMAT MIESZANKA BANKIETOWA KG. 500;Mieszanki warzywne;kg;7.4400;11,1615;5;0
20283;MARATOŃSKA CHLEBEK DO ŚWIĘCONKI SZT.;Świeże;szt;1.0000;1,45005;5;0
2166;PRZEDECZ CHLEB ŻYTNI DOMOWY 500G. 500;Świeże;szt;4.6600;6,1845;5;0
2220;PRZEDECZ TORT POPULARNY KG. 500;Wyroby cukiernicze;kg;51.0000;59,8395;5;0
20265;MIŁOSŁAW JABŁECZNIK KG.;Wyroby cukiernicze;kg;28.0000;39,8895;5;0
20264;MIŁOSŁAW CIASTO MIX KG.;Wyroby cukiernicze;kg;38.0000;53,590005;5;0
7824;KIER SZYNKA Z KOMINA KG 500;Szynki, blokowe, wędzonki;kg;22.9897;24,6645;5;0
18780;TOBAKE CIASTO DROŻDŻOWE Z OWOCAMI 500G.;Wyroby cukiernicze;szt;20.0000;27,989955;5;0
18852;TOBAKE CIASTO ORFEUSZ KG.;Wyroby cukiernicze;kg;40.0000;56,6895;5;0
20271;TOBAKE CIASTO TRUSKAWKOWE KG.;Wyroby cukiernicze;kg;40.0000;57,99003;5;0
2768;PIOTRUŚ BUŁKA GRAHAMKA 80G. 500;Świeże;szt;0.9500;1,3125;5;0
2769;PIOTRUŚ BUŁKA POZNAŃSKA 80G. 500;Świeże;szt;0.8200;1,1025;5;0
2770;PIOTRUŚ CHLEB MAŁY 500G. 500;Świeże;szt;3.1000;3,9795;5;0
2774;PIOTRUŚ BUŁKA KAJZERKA 50G. 500;Świeże;szt;0.4200;0,5775;5;0
2775;PIOTRUŚ BUŁKA SŁODKA SZT. 500;Świeże;szt;2.0200;2,6775;5;0
2776;PIOTRUŚ PĄCZEK 80G. 500;Wyroby cukiernicze;szt;2.0200;2,7195;5;0
2779;PIOTRUŚ ROŻEK Z SEREM 120G. 500;Wyroby cukiernicze;szt;2.2200;2,7825;5;0
1733;PIOTRUŚ PĄCZEK WIEDEŃSKI SZT. 500;Wyroby cukiernicze;szt;2.1200;2,8245;5;0
3595;PIOTRUŚ CHLEB ZE SŁONECZNIKIEM 450G 500;Świeże;szt;3.5500;4,5045;5;0
3601;PIOTRUŚ CHLEB RAZOWY KROJONY 450G 500;Świeże;szt;3.5500;4,5045;5;0
3604;PIOTRUŚ BUŁKA DRWALA 80G. 500;Świeże;szt;1.2000;1,6275;5;0
3606;PIOTRUŚ BUŁKA WIELOZIARNISTA 80G. 500;Świeże;szt;1.2000;1,6275;5;0
3607;PIOTRUŚ CHLEB WIELOZIARNISTY KROJONY 450G 500;Świeże;szt;3.5500;4,5045;5;0
3617;PIOTRUŚ PIZZERKA 100G. 500;Świeże;szt;2.8600;3,6225;5;0
9387;PIOTRUŚ CHLEB ŻYTNI Z ZIARNEM SZT. 500;Świeże;szt;4.4500;5,6595;5;0
18655;TOBAKE DROŻDŻOWKA SZT.;Wyroby cukiernicze;szt;4.0000;5,65005;5;0
18657;TOBAKE EKLER SZT.;Wyroby cukiernicze;szt;4.5000;6,2895;5;0
18696;TOBAKE EKLER Z KREMEM AJERKONAKOWYM SZT.;Wyroby cukiernicze;szt;6.0000;8,3895;5;0
18654;TOBAKE EKLERKI KG.;Wyroby cukiernicze;kg;45.0000;62,9895;5;0
18660;TOBAKE FAWORKI DROŻDŻOWE KG.;Wyroby cukiernicze;kg;40.0000;57,99003;5;0
18658;TOBAKE GNIAZDKO SZT.;Wyroby cukiernicze;szt;4.0000;5,65005;5;0
18650;TOBAKE GRAHAMKA SZT.;Świeże;szt;1.1000;1,55001;5;0
827;MONIKA GRZEBIEŃ SZT. 500;Świeże;szt;3.5000;4,7145;5;0
828;MONIKA ROGALIK PÓŁFRANCUSKI SZT. 500;Świeże;szt;3.5000;4,7145;5;0
846;MONIKA DROŻDŻÓWKA SZT. 500;Świeże;szt;2.7000;3,6225;5;0
18909;MONIKA TRÓJKĄT CZAKOLADOWY SZT. 500;Wyroby cukiernicze;szt;3.5000;4,9245;5;0
18748;TOBAKE GRZYBEK SZT.;Wyroby cukiernicze;szt;4.5000;6,2895;5;0
18674;TOBAKE KARPATKA KG.;Wyroby cukiernicze;kg;40.0000;56,6895;5;0
19080;TOBAKE KOPIEC KRETA KG.;Wyroby cukiernicze;kg;40.0000;59,8395;5;0
18672;TOBAKE KÓŁKO SZT.;Wyroby cukiernicze;szt;4.0000;5,65005;5;0
19059;TOBAKE KRAJANKA DESEROWA KG.;Wyroby cukiernicze;kg;40.0000;55,98999;5;0
20269;TOBAKE MAZUREK KG.;Wyroby cukiernicze;kg;30.0000;41,9895;5;0
18838;TOBAKE MOZAIKA KG.;Wyroby cukiernicze;kg;40.0000;56,6895;5;0
18678;TOBAKE NAPOLEONKA SZT.;Wyroby cukiernicze;szt;5.0000;6,989955;5;0
18934;TOBAKE OMLET SZT.;Wyroby cukiernicze;szt;4.5000;6,2895;5;0
18677;TOBAKE PALUCH SZT.;Wyroby cukiernicze;szt;3.5000;4,889955;5;0
18656;TOBAKE PĄCZEK SZT.;Wyroby cukiernicze;szt;4.0000;5,68995;5;0
18652;TOBAKE PĄCZUSIE NADZIANE KG.;Wyroby cukiernicze;kg;45.0000;62,9895;5;0
19325;TOBAKE PIERNICZKI KG.;Wyroby cukiernicze;kg;40.0000;56,6895;5;0
18690;TOBAKE PLACEK DROŻDŻOWY KG.;Wyroby cukiernicze;kg;35.0000;49,989975;5;0
19091;TOBAKE PORZECZKOWIEC KG.;Wyroby cukiernicze;kg;40.0000;56,6895;5;0
18671;TOBAKE PRECEL SZT.;Wyroby cukiernicze;szt;3.5000;4,889955;5;0
18659;TOBAKE PTYŚ SZT.;Wyroby cukiernicze;szt;5.0000;6,989955;5;0
18830;TOBAKE ROGAL MAŚLANY SZT.;Świeże;szt;2.0000;2,850015;5;0
18651;TOBAKE ROGAL Z MAKIEM SZT.;Świeże;szt;1.3000;1,89;5;0
18663;TOBAKE ROGALIKI KG.;Wyroby cukiernicze;kg;45.0000;62,9895;5;0
19113;TOBAKE ROLADKI DROŻDZOWE KG.;Wyroby cukiernicze;kg;30.0000;41,9895;5;0
19135;TOBAKE SERNIK KG.;Wyroby cukiernicze;kg;40.0000;57,99003;5;0
18653;TOBAKE SERUSIE KG.;Wyroby cukiernicze;kg;50.0000;71,3895;5;0
19065;TOBAKE STEFANKA KG.;Wyroby cukiernicze;kg;40.0000;56,6895;5;0
19074;TOBAKE STRUCLA MAKOWA KG.;Wyroby cukiernicze;kg;28.9900;48,989955;5;0
19075;TOBAKE STRUCLA SEROWA KG.;Wyroby cukiernicze;kg;35.0000;49,989975;5;0
20270;TOBAKE ŚMIETANOWIEC KG.;Wyroby cukiernicze;kg;50.0000;69,989955;5;0
18732;TOBAKE TARTA Z JABŁKIEM KAJMAKIEM I ORZESZKAMI KG.;Wyroby cukiernicze;kg;40.0000;57,99003;5;0
20074;TOBAKE TORCIK OKOLICZNOSCIOWY SZT.;Wyroby cukiernicze;szt;25.0000;35,6895;5;0
2180;PRZEDECZ BABKA W POLEWIE KG. 500;Wyroby cukiernicze;kg;25.1485;29,3895;5;0
2181;PRZEDECZ BABKA CYTRYNOWA KG. 500;Wyroby cukiernicze;kg;24.1010;29,3895;5;0
2183;PRZEDECZ BABECZKI Z OWOCAMI 70G. 500;Wyroby cukiernicze;szt;3.1000;4,0425;5;0
2184;PRZEDECZ BISZKOPT Z ANANASEM KG. 500;Wyroby cukiernicze;kg;25.2997;29,3895;5;0
2187;PRZEDECZ CZEKOLADA  WISIENKA KG. 500;Wyroby cukiernicze;kg;32.7722;39,8895;5;0
2202;PRZEDECZ TORCIK W-Z KG 500;Wyroby cukiernicze;kg;30.8979;31,4895;5;0
2208;PRZEDECZ CIASTO TĘCZOWE KG. 500;Wyroby cukiernicze;kg;29.5000;38,325;5;0
2218;PRZEDECZ BUŁKA TARTA 1KG 500;Bułka tarta;szt_05;5.0500;5,04;5;0
2234;PRZEDECZ MAKOWIEC KG. 500;Wyroby cukiernicze;kg;28.7996;33,5895;5;0
2235;PRZEDECZ CIASTO PIZZA SZT. 500;Świeże;szt;4.3200;5,2395;5;0
2271;PRZEDECZ BABECZKA Z JAGODAMI SZT. 500;Wyroby cukiernicze;szt;3.0000;2,7825;5;0
2655;PRZEDECZ CIASTO ANANASEM KG 500;Wyroby cukiernicze;kg;40.8000;35,6895;5;0
14472;PRZEDECZ SPODY DO BABECZEK SZT. 500;Świeże;szt;0.9500;1,0395;5;0
18916;TOBAKE TORT SZT.;Wyroby cukiernicze;szt;75.0000;104,9895;5;0
3733;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB RAZOWY WIELOZIARNISTY SZT. 500;Świeże;szt;5.1000;6,8775;5;0
3741;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB GRAHAM SZT. 500;Świeże;szt;4.3300;5,8275;5;0
18833;PIEKARNIA RODZINNA KIRSCHHIEBEL BUŁKA TARTA  SZT. 500;Świeże;szt;2.5000;1,2075;5;0
1060;AGREST KG;Owoce;kg;15.0000;13,6395;5;0
1;AGREST OP.;Owoce;opak;2.8000;14,6895;5;0
5176;ANANAS KG;Owoce;kg;6.6667;9,0195;5;0
1023;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB Z MAKIEM  500G. 500;Wyroby cukiernicze;szt;4.2600;5,7225;5;0
3663;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB WIEJSKI 450G. 500;Wyroby cukiernicze;szt;3.9800;5,2395;5;0
3664;PIEKARNIA RODZINNA KIRSCHHIEBEL PĄCZEK SZT. 500;Wyroby cukiernicze;szt;2.3500;3,1395;5;0
3665;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB FIRMOWY MAŁY 300G. 500;Wyroby cukiernicze;szt;3.6200;4,8195;5;0
3734;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB SŁONECZNIKOWY SZT. 500;Świeże;szt;4.3300;5,775;5;0
3735;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB FIRMOWY SZT. 500;Świeże;szt_05;4.2500;5,712;5;0
3736;PIEKARNIA RODZINNA KIRSCHHIEBEL BUŁKA FITNESS SZT. 500;Świeże;szt;1.1700;1,575;5;0
3738;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB ORKISZOWY SZT. 500;Świeże;szt;5.1000;6,8775;5;0
3739;PIEKARNIA RODZINNA KIRSCHHIEBEL BUŁKA ZIOŁOWA SZT. 500;Świeże;szt;1.1700;1,575;5;0
3742;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB FITNESS SZT. 500;Świeże;szt;4.6200;6,195;5;0
3744;PIEKARNIA RODZINNA KIRSCHHIEBEL BUŁKA CEBULOWO-SZPINAKOWA SZT. 500;Świeże;szt;1.2600;1,68;5;0
3745;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB RUSTYKALNY SZT. 500;Świeże;szt;4.3300;5,8275;5;0
6704;PIEKARNIA RODZINNA KIRSCHHIEBEL DROŻDŻÓWKA SZT 500;Wyroby cukiernicze;szt;2.3500;3,1395;5;0
12874;PIEKARNIA RODZINNA KIRSCHHIEBEL KANAPKA SZT. 500;Świeże;szt;4.5000;5,355;5;0
13063;PIEKARNIA RODZINNA KIRSCHHIEBEL KOPERTA Z OWOCEM SZT. 500;Wyroby cukiernicze;szt;2.4000;3,2445;5;0
13065;PIEKARNIA RODZINNA KIRSCHHIEBEL AMERYKANKA SZT. 500;Wyroby cukiernicze;szt;2.5000;3,3495;5;0
16133;PIEKARNIA RODZINNA KIRSCHHIEBEL ROGAL SZT 500;Świeże;szt;1.1700;1,5645;5;0
3513;ARBUZ SZT.;Owoce;szt;3.4000;4,9875;5;0
236;BOMAX CIASTO CZEKOLADOWE SZT. 500;Wyroby cukiernicze;szt;17.9000;24,1395;5;0
297;BOMAX BABKA CYTRYNOWA SZT. 500;Wyroby cukiernicze;szt;10.9000;13,6395;5;0
14494;AVOCADO SZT.;Warzywa;szt;3.9000;6,2895;5;0
318;BATATY KG.;Warzywa;kg;8.3300;14,7;5;0
367;BOCZNIAK 200G.;Warzywa;szt;6.5600;7,3395;5;0
2695;BĄKOWSKI SERNIK FIRMOWY KG. 500;Świeże;kg;30.0000;41,9895;5;0
10754;BĄKOWSKI CHLEB ZE SŁONECZNIKIEM KROJONY 500G. 500;Świeże;szt;4.8000;5,4075;5;0
11082;BĄKOWSKI CIASTO ROLADA ŚMIETANOWA KG. 500;Wyroby cukiernicze;kg;30.0000;35,6895;5;0
11102;BĄKOWSKI CHLEB DO ŚWIĘCONKI SZT. 500;Świeże;szt;2.5000;3,3495;5;0
11215;BĄKOWSKI CHLEB DO ŻURKU 200G. 500;Świeże;szt;4.5000;6,2895;5;0
14447;BĄKOWSKI STRUCLA Z MAKIEM KG. 500;Wyroby cukiernicze;kg;29.0000;41,9895;5;0
14507;BĄKOWSKI KOMPOZYCJA CIAST KG. 500;Wyroby cukiernicze;kg;29.0000;38,8395;5;0
16555;BORÓWKA 300G.;Owoce;szt;8.5000;9,4395;5;0
3410;BORÓWKA 500G.;Owoce;opak;15.5000;25,1895;5;0
4235;FAMILIJNA BUŁKA ZE SŁONECZNIKIEM SZT. 500;Świeże;szt;1.2900;1,6275;5;0
4246;FAMILIJNA PRECELEK SZT. 500;Wyroby cukiernicze;szt;3.4500;3,8745;5;0
19436;FAMILIJNA PĄCZEK Z SEREM SZT. 500;Wyroby cukiernicze;szt;2.5500;3,8745;5;0
16663;SPOŁEM SZPROTAWA CHLEB BALTOONOWSKI 800G. 500;Świeże;szt;5.5900;7,5495;5;0
16664;SPOŁEM SZPROTAWA CHLEB BALTONOWSKI 500G. 500;Świeże;szt;3.7900;5,0925;5;0
16665;SPOŁEM SZPROTAWA CHLEB BALTONOWSKI 300G. 500;Świeże;szt;2.1900;2,9295;5;0
16666;SPOŁEM SZPROTAWA CHLEB ZAKOPIAŃSKI 500G. 500;Świeże;szt;3.7900;5,0925;5;0
16669;SPOŁEM SZPROTAWA CHLEB RAZOWY 400G. 500;Świeże;szt;3.8900;5,2395;5;0
16670;SPOŁEM SZPROTAWA CHLEB GRAHAM 400G 500;Świeże;szt;3.8900;5,2395;5;0
16671;SPOŁEM SZPROTAWA CHLEB KUJAWSKI 500G. 500;Świeże;szt;4.4900;6,6045;5;0
16672;SPOŁEM SZPROTAWA CHLEB HELIOS 450G. 500;Świeże;szt;4.4900;6,6045;5;0
16673;SPOŁEM SZPROTAWA CHLEB FITNESS 350G. 500;Świeże;szt;4.4900;6,6045;5;0
16674;SPOŁEM SZPROTAWA CHLEB IG 250G. 500;Świeże;szt;4.4900;6,6045;5;0
16675;"SPOŁEM SZPROTAWA CHLEB ""POLSKIE ŻYTO"" 350G. 500";Świeże;szt;4.4900;6,6045;5;0
16676;SPOŁEM SZPROTAWA BUŁKA POZNAŃSKA 90G. 500;Świeże;szt;1.3000;1,7325;5;0
16677;SPOŁEM SZPROTAWA BUŁKA POZNAŃSKA 50G. 500;Świeże;szt;0.8900;1,2075;5;0
16679;SPOŁEM SZPROTAWA BUŁKA SŁONECZNIKOWA-GRAHAM 100G. 500;Świeże;szt;1.3000;1,7325;5;0
16680;SPOŁEM SZPROTAWA BUŁKA GRAHAMKI 90G. 500;Świeże;szt;1.3000;1,7325;5;0
16682;SPOŁEM SZPROTAWA BUŁKA HAMBURGER 100G. 500;Świeże;szt;1.3500;1,8375;5;0
16687;SPOŁEM SZPROTAWA ROGAL MAŚLANY 100G. 500;Świeże;szt;1.9000;2,5725;5;0
20291;KOCZOROWSCY CHLEB PSZENNY OKRĄGŁY 200G.;Świeże;szt;3.7000;5,25;5;0
7;BOTWINKA SZT.;Warzywa;szt;3.6000;5,2395;5;0
928;BÓB 500G.;Warzywa;szt;12.5000;13,6395;5;0
8;BÓB KG.;Warzywa;kg;2.8000;13,125;5;0
12911;BRUKIEW KG.;Warzywa;kg;3.7000;6,2895;5;0
9;BRUKSELKA KG.;Warzywa;kg;9.5000;14,6895;5;0
10;BRZOSKWINIA KG.;Owoce;kg;9.0000;10,4895;5;0
11;BRZOSKWINIA KOSZ.;Owoce;szt;6.5000;7,8645;5;0
71;BRZOSKWINIA PARAGUAYA KG.;Owoce;kg;6.5000;14,6895;5;0
169;BRZOSKWINIA SZT.;Owoce;szt;2.8900;2,4045;5;0
1467;PIEKUŚ KOSTKA ALPEJSKA KG. 500;Wyroby cukiernicze;kg;29.2398;39,375;5;0
3150;PIEKUŚ TORT CESARSKI 600G. 500;Wyroby cukiernicze;szt;29.2400;44,0895;5;0
3350;PIEKUŚ TORT BEZOWA CHMURKA 700G. 500;Wyroby cukiernicze;szt;31.9900;38,8395;5;0
305;PIEKUŚ TORT CZEKOLADOWY 700G. 500;Wyroby cukiernicze;szt;31.9900;41,475;5;0
12080;BRZOSKWINIA UFO KG.;Owoce;kg;8.4000;15,8445;5;0
6681;BURACZEK MŁODY PĘK SZT.;Warzywa;szt;1.5000;3,7695;5;0
872;BURAKI MŁODE KG.;Warzywa;kg;1.8000;2,4045;5;0
1526;CEBULA BIAŁA KG.;Warzywa;kg;5.0000;5,99004;5;0
5697;CEBULA CZOSNKOWA KG.;Warzywa;kg;6.0000;6,1845;5;0
11666;CEBULA DYMKA KG.;Warzywa;kg;13.0000;10,5;5;0
5140;CEBULA SZALOTKA KG.;Warzywa;kg;12.0000;6,0795;5;0
17;CHRZAN PĘCZEK SZT.;Warzywa;szt;1.8667;16,7895;5;0
1171;CUKINIA SZT.;Warzywa;szt;2.3800;3,6225;5;0
600;PIEKUŚ DROŻDŻÓWKA GRZEBIEŃ 100G. 500;Wyroby cukiernicze;szt;2.3400;3,1395;5;0
3151;PIEKUŚ KOSTKA WŁOSKA KG. 500;Wyroby cukiernicze;kg;29.2391;39,375;5;0
3188;PIEKUŚ KOSTKA OWOCOWA KG. 500;Wyroby cukiernicze;kg;29.2409;39,375;5;0
3189;PIEKUŚ KOSTKA CESARSKA KG. 500;Wyroby cukiernicze;kg;29.2439;39,375;5;0
3209;PIEKUŚ SERNIK KLASYCZNY KG. !!!! 500;Wyroby cukiernicze;kg;26.4905;35,6895;5;0
3211;PIEKUŚ SERNIK FIRMOWY KG. 500;Wyroby cukiernicze;kg;26.4910;35,6895;5;0
3212;PIEKUŚ JABŁECZNIK Z KRUSZONKĄ KG. 500;Wyroby cukiernicze;kg;24.7394;32,025;5;0
3224;PIEKUŚ KOSTKA OWOCOWA Z BRZOSKWINIAMI KG. 500;Wyroby cukiernicze;kg;29.2479;39,375;5;0
3247;PIEKUŚ KOSTKA MARCELLO KG. 500;Wyroby cukiernicze;kg;29.2415;39,375;5;0
3255;PIEKUŚ KOSTKA SNIKERS KG. 500;Wyroby cukiernicze;kg;29.2388;39,375;5;0
3273;PIEKUŚ KOSTKA WIŚNIOWY RAJ KG. 500;Wyroby cukiernicze;kg;29.2414;39,8895;5;0
3324;PIEKUŚ KOSTKA LODOWA KG. 500;Wyroby cukiernicze;kg;29.2381;39,375;5;0
3345;PIEKUŚ KOSTKA TIRAMISU KG. 500;Wyroby cukiernicze;kg;29.2394;39,375;5;0
803;PIEKUŚ KOSTKA PRALINOWA MALINOWA KG. 500;Wyroby cukiernicze;kg;32.2396;40,9395;5;0
2712;PIEKUŚ SERNIK Z BRZOSKWINIAMI KG. 500;Wyroby cukiernicze;kg;27.7902;37,275;5;0
12670;PIEKUŚ PLACEK ZE ŚLIWKĄ KG. 500;Wyroby cukiernicze;kg;26.0000;30,4395;5;0
14367;PIEKUŚ KOSTKA KINDER KG. 500;Wyroby cukiernicze;kg;32.2405;43,575;5;0
12034;CYKORIA TACKA SZT.;Warzywa;szt;6.9900;7,6545;5;0
1522;CYTRYNA SIATKA 500G.;Owoce;szt;2.1000;2,7195;5;0
554;PIEKUŚ BUŁKA MLECZNA 80G. 500;Świeże;szt;1.3700;1,8375;5;0
558;PIEKUŚ BUŁKA GRAHAMKA 60G. 500;Świeże;szt;0.8800;1,155;5;0
565;PIEKUŚ BUŁKA ZWYKŁA PSZENNA 55G. 500;Świeże;szt;0.6100;0,7875;5;0
572;PIEKUŚ BUŁKA ŻYTNIA ZIARNISTA 80G. 500;Świeże;szt;1.0200;1,365;5;0
616;PIEKUŚ ROGAL MLECZNY 80G. 500;Świeże;szt;1.4400;1,9425;5;0
573;PIEKUŚ CHAŁKA CUKIERNICZA 320G. 500;Wyroby cukiernicze;szt;4.4900;5,0925;5;0
602;PIEKUŚ DROŻDŻÓWKA Z JABŁKIEM 100G. 500;Wyroby cukiernicze;szt;2.3400;3,1395;5;0
607;PIEKUŚ DROŻDŻÓWKA ZWYKŁA Z KRUSZONKĄ 100G.!!! 500;Wyroby cukiernicze;szt;2.3400;3,6645;5;0
1557;PIEKUŚ BABKA PIASKOWA 500G. 500;Wyroby cukiernicze;szt;11.9900;14,175;5;0
3216;PIEKUŚ SEROMAK KG. 500;Wyroby cukiernicze;kg;29.9877;41,9895;5;0
3223;PIEKUŚ CHLEB DENAR 400G. 500;Świeże;szt;4.4100;5,8275;5;0
3245;PIEKUŚ SERNIK KRÓLEWSKI KG. 500;Wyroby cukiernicze;kg;28.4896;38,325;5;0
3301;PIEKUŚ CHLEB Z NISKIM INDEKSEM GLIKEMICZNYM 300G. 500;Świeże;szt;4.4900;5,4495;5;0
3342;PIEKUŚ BUŁKA MLECZNA Z SEZAMEM 80G. 500;Świeże;szt;1.3700;1,5645;5;0
3347;PIEKUŚ KREMÓWKI 150G. 500;Wyroby cukiernicze;szt;4.2900;5,7645;5;0
3355;PIEKUŚ MAKOWIEC LUKSUSOWY KG. 500;Wyroby cukiernicze;kg;31.9900;38,8395;5;0
3364;PIEKUŚ BABKA PIASKOWA Z CZEKOLADĄ 500G. 500;Wyroby cukiernicze;szt;14.9900;15,7395;5;0
31;PIEKUŚ CHLEB DO ŻURKU SZT. 500;Świeże;szt;4.0900;5,5125;5;0
875;PIEKUŚ CHLEB DO ŚWIĘCONKI SZT. 500;Świeże;szt;1.2900;1,6695;5;0
900;PIEKUŚ BABA DROŻDŻOWA SZT. 500;Wyroby cukiernicze;szt;14.9900;15,7395;5;0
948;PIEKUŚ PRZYSMAK WIELKANOCNY SZT. 500;Wyroby cukiernicze;szt;24.9900;38,8395;5;0
2326;PIEKUŚ KEKS KG. 500;Wyroby cukiernicze;kg;27.9904;30,4395;5;0
5383;PIEKUŚ PĄCZEK Z MALINĄ 80G. 500;Wyroby cukiernicze;szt;2.3500;3,8745;5;0
5886;PIEKUŚ BUŁKA NICEJSKA SZT. 500;Świeże;szt;0.9500;1,3125;5;0
