,code,product_name
4430,8131,jbb kiełbasa z piersi kurczaka kg 
4431,8132,morliny kiełbasa morlińska z szynki kg 
4432,8133,spomlek serenada ser salami pieprz i papryka kg 
4433,8135,pekpol paryżanki kg 
4434,8139,sokołów schab pieczony narurrino kg 
4435,8144,jbb salceson bawarski kg 
4436,8145,sokołów serdelki z szynki kg 
4437,8146,miłosław kaszanka cienka kg 
4438,8148,prosiaczek kiełbasa dziadkowa góralska kg 
4439,8150,księży młyn schab spod strzechy wędzarz kg 
4440,8151,seko płat marynowany kg 
4441,8152,drobimex kiełbaski śląskie kg 
4442,8154,jbb kiełbasa swojska kg 
4443,8155,karol boczek rolowany kg 
4444,8161,bystry salami czoskowe kg 
4445,8165,morliny szynka biała królewska kg 
4446,8166,bell salami z zielonym pieprzem kg 
4447,8168,jbb schab biały kg 
4448,8169,dobra marka kiełbasa parówkowa kg 
4449,8171,jbb szynka z kotła kg 
4450,8176,łowicz ser gouda blok kg 
4451,8177,grzegorzew ogonówka kg 
4452,8179,balcerzak salceson wieprzowy kg 
4453,8181,kier kiełbasa bukowa kg 
4454,8183,kier baleron gotowany kg 
4455,8184,kier kiełbasa chłopska kg 
4456,8186,księży młyn kiełbasa toruńska z wołowiną extra kg 
4457,8187,kabanos szynka wójta kg 
4458,8188,kier salceson królewski kg 
4459,8189,kier smalec smarowny kg 
4460,8190,kier rolada schabowa kg 
4461,8191,kier mielonka królewiecka kg 
4462,8193,ceko ser antek kg 
4463,8194,kier pasztet z cebulką kg 
4464,8196,duda salceson polski kg 
4465,8197,kier kaszanka chłopska kg 
4466,8198,kier schab sopocki kg 
4467,8199,kier pasztetowa wędzona kg 
4468,8201,ciepłuch szynka babuni kg 
4469,8203,kier kiełbasa biała extra kg 
4470,8208,kier szynka szlachecka borowiaka kg 
4471,8210,jbb szynka z pieca kg 
4472,8211,rogowo pasztetowa delikatny smak kg 
4473,8219,kier kiełbasa krakowska parzona kg 
4474,8220,kier kiełbasa szynkowa z indyka kg 
4475,8221,kier kiełbasa żywiecka firmowa kg 
4476,8223,viando parówkowa z kujaw kg 
4477,8224,madej wróbel szynka konserwowa kg 
4478,8225,kier franki wędzone kg 
4479,8226,kier kiełbasa polska pieczona kg 
4480,8227,kier szynka chlebowa kg 
4481,8230,jbb kiełbasa złota grillowa kg 
4482,8232,kier szynkóweczka kg 
4483,8234,nowak szynka gdańska wędzona kg 
4484,8235,sława baleron z indyka kg 
4485,8240,smoliński paluszki cienkie kg 
4486,8241,kier szynka tucholska kg 
4487,8242,duda kiełbasa ogniskowa kg 
4488,8246,nowak kiełbasa krakowska szlachecka kg 
4489,8247,kier parówki z cielęcny kg 
4490,8248,kier szynka biesiadna kg 
4491,8249,mielczarek kiełbasa słoikowa kg 
4492,8250,smoliński karkówka z pieca kg 
4493,8254,jbb szynka na krajalnicę kg 
4494,8256,kier boczek duński kg 
4495,8257,jbb parówki hot dog kg 
4496,8258,madej wróbel kiełbasa piwna kg 
4497,8259,rogowo polędwica sopocka parzona kg 
4498,8264,prosiaczek szynka drobiowa w galarcie kg 
4499,8266,balcerzak kindziuk kg 
4500,8268,madej wróbel kiełbasa wieprzowa z cieleciną kg 
4501,8270,madej wróbel szynka bukowa kg 
4502,8272,sława szynka peerelowska kg 
4503,8277,biegun szynka gotowana c kg 
4504,8278,biegun kiełbasa polska kg 
4505,8279,biegun szynka szlachecka kg 
4506,8280,biegun szynka surowa wędzona kg 
4507,8281,biegun schab pieczony kg 
4508,8283,stokłosa salceson wielkopolski kg 
4509,8285,jbb kiełbasa ze wsi kg 
4510,8286,gaik kiełbasa myśliwska sucha kg 
4511,8289,gaik kiełbasa jałowcowa kg 
4512,8290,smoliński kiełbasa gospodarza firmy kg 
4513,8291,sokołów pasztet z wątróbka kg 
4514,8292,biegun szynka szlachecka c kg 
4515,8293,biegun wieprzowina pieczona c kg 
4516,8294,biegun kiełbasa ręcznie wyrabiana na ciepło kg 
4517,8296,kier kiełbasa z piersi kurczaka kg 
4518,8297,prosiaczek biała dziadkowa parzona kg 
4519,8298,morliny polędwica sopocka kg 
4520,8299,tarczyński parówki z szynki kg 
4521,8301,czyżew tyrolska kg 
4522,8303,tarczyński parówki z fileta kg 
4523,8304,stokłosa kiełbasa jałowcowa pikantna kg 
4524,8305,biegun kiełbasa słowiańska kg 
4525,8306,stokłosa kiełbasa polska wędzona kg 
4526,8307,krakus szynka zrazowa kg 
4527,8308,krakus schab od szwagra kg 
4528,8309,łuków kiełbasa biała delikatesowa z ziołami kg 
4529,8311,kier kiełbasa szlachecka borowiaka kg 
4530,8312,kabanos pasztet z indyka pieczony kg 
4531,8314,obórka metka cebulowa kg 
4532,8315,kier pasztetowa pomidorowa kg 
4533,8317,bell carpaccio wieprzowe kg 
4534,8318,biegun kiełbasa z serem kg 
4535,8319,sokołów kiełbasa toruńska kg 
4536,8320,kier kiszka ziemniaczana kg 
4537,8324,kabanos kiełbasa cygańska kg 
4538,8325,łuków kaszanka biała delikatesowa kg 
4539,8326,sami swoi szynkówka kg 
4540,8328,frątczak szynka delikatesowa kg 
4541,8329,bratek bułka morska g 
4542,8330,kier rolada z polędwiczką kg 
4543,8334,prosiaczek rogal dobrodzieja kg 
4544,8336,biegun wędzonka szefa wędzonka chłopska kg 
4545,8337,tarczyński regionalna mielonka kg 
4546,8338,biegun wątrobianka kg 
4547,8340,tarczyński indyk biały z kotła kg 
4548,8341,morliny kiełbasa morlińska kg 
4549,8342,lukullus konserwa wojskowa kg
4550,8343,monika ciastka muszelki kg 
4551,8344,sokołów kiełbasa wędzona z galaretką kg 
4552,8345,swojski stragan salceson królewski kg 
4553,8346,abc sałatka jarzynowa g 
4554,8349,stokłosa boczek rolowany kg 
4555,8354,bystry kiełbasa myśliwska kg 
4556,8361,bystry kabanosy kg 
4557,8365,peklimar kiełbasa krakowska z fileta kg 
4558,8368,jbb kiełbasa złota grilowa kg 
4559,8370,stokłosa szynka biała extra kg 
4560,8371,stokłosa szynka dobra kg 
4561,8374,sokołów parówki delikatne kg 
4562,8376,ser figaro kg 
4563,8377,biegun kabanosy z cielęciną kg 
4564,8379,jbb kiełbasa podwawelska kg 
4565,8381,skiba poledwica sopocka kg 
4566,8384,frątczak kiełbasa polska kg 
4567,9393,gaik kiełbasa dymiona kg 
4568,8394,księży młyn kiełbasa szynkowa wędzona kg 
4569,8395,arla port salut kg 
4570,8396,księży młyn wędzonka od gospodarza kg 
4571,8397,swojski stragan salceson luksusowy kg 
4572,8398,kabanos mielonka familijna kg 
4573,8399,franka rolady tradycyjne kg 
4574,8400,stokłosa wędzonka krotoszyńska kg 
4575,8401,prosiaczek dziadkowa szynkowa kg 
4576,8403,prosiaczek polędwica delikatna z kurcząt kg 
4577,8404,prosiaczek kiełbasa bydgoska kg 
4578,8407,biegun szynka kowala kg 
4579,8409,stokłosa mortadela kg 
4580,8410,łuków szynka gosposi kg 
4581,8411,stokłosa wędzonka gospodarza kg 
4582,8415,czyżew mortadela codzienna kg 
4583,8416,kier boczek chłopski kg 
4584,8417,sokołów delikatesowa z warzywami kg 
4585,8421,aleksandria szynkowa z pieprzem kg 
4586,8423,prosiaczek szynka dobrodzieja kg 
4587,8424,aleksandria mortadela aleksandryjska kg 
4588,8426,prosiaczek szynka dziadkowa kg 
4589,8428,swojski stragan kaszanka cienka kg 
4590,8429,franka kiełbasa biała kg 
4591,8430,swojski stragan kiełbasa śląska złota kg 
4592,8433,prosiaczek krucha dobrodzieja kg 
4593,8435,czyżew pasztet dziadunia kg 
4594,8436,duda krakowska parzona kg 
4595,8437,duda lunchmeat królewski kg 
4596,8438,lukullus parówki z cielęciną kg 
4597,8441,duda szynka weselna kg 
4598,8442,aleksandria szynka z pieca kg 
4599,8443,aleksandria smaczek konserwowy kg 
4600,8445,kier krakowska drobiowa podsuszana kg 
4601,8446,stokłosa wędzonka z łopatki kg 
4602,8447,stokłosa polędwica z wędzarni kg 
4603,8448,stokłosa szynka pieczona z wędzarni kg 
4604,8449,rogowo kiełbasa bydgoska kg 
4605,8451,rogowo kiełbasa biała kg 
4606,8453,rogowo kaszanka kg 
4607,8455,rogowo kiełbasa parówka kg 
4608,8456,rogowo salceson czarny kg 
4609,8457,rogowo kiełbasa krucha kg 
4610,8459,rogowo kiełbasa ze wsi kg 
4611,8462,kaminiarz boczek wędzony paski vac kg 
4612,8463,smoliński pasztet ardeński kg 
4613,8466,smoliński salceson włoski kg 
4614,8467,prosiaczek łososiówka na pieprzu kg 
4615,8468,jbb kiełbasa krótka gospodarska kg 
4616,8471,marciniszyn salceson z indyka kg 
4617,8473,tarczyński kiełbasa geesowska kg 
4618,8474,kabanos pasztet szefa kg 
4619,8475,kier parówki pomorskie kg 
4620,8477,stokłosa frankfurterki śmiałowo kg 
4621,8478,stokłosa kiełbasa krucha kg 
4622,8481,biegun kiełbasa żywiecka kg 
4623,8483,biegun szynka konserwowa prasowana kg 
4624,8485,taurus kiełbasa swojska kg 
4625,8486,jbb kiełbasa bielska podsuszana kg 
4626,8487,prosiaczek kiełbasa surowa metka cebulowa kg 
4627,8488,nowak szynka cygańska kg 
4628,8490,krzyś pasztetowa extra kg 
4629,8492,jbb kabanosy bankietowe kg 
4630,8493,hańderek schab z piekarnika kg 
4631,8496,nowak pasztetowa kg 
4632,8497,balcerzak kiełbasa biała parzona wieprzowa kg 
4633,8501,prosiaczek pasztet dziadka kg 
4634,8506,aleksandria wędzonka krotoszyńska kg 
4635,8510,gzella leberka z borów kg 
4636,8511,gzella metka z osia kg 
4637,8512,gzella parówki borowianki kg 
4638,8513,gzella wędzonka krotoszyńska kg 
4639,8514,gzella polędwiczanka miodowa kg 
4640,8515,gzella kiełbasa z galaretką kg 
4641,8516,cedrob przekładaniec drobiowy kg 
4642,8517,lukullus przysmak sołtysa kg 
4643,8519,łuków kiełbasa podwawelska kg 
4644,8521,gzella szynka borowego kg 
4645,8522,masarnia krajenka kiełbasa żywiecka kg 
4646,8523,masarnia krajenka szynka z kotła w siatce kg 
4647,8524,prosiaczek schab biesiadny kg 
4648,8525,aleksandria pasztet szefa kg 
4649,8528,aleksandria szynka dojrzewająca kg 
4650,9394,aves rolada ze szpinakiem kg 
4651,8530,prosiaczek dziadkowe kiełbaski kg 
4652,8531,frątczak parówka gruba kg 
4653,8532,duda polędwica łososiowa kg 
4654,8533,jbb salami rogal kg 
4655,8534,swojski stragan kiełbasa na kiju wędzona kg 
4656,8535,masarnia krajenka kiełbasa z dziada pradziada kg 
4657,8536,hańderek szynka wójtowej kg 
4658,8537,gzella kiełbasa żywiecka kg 
4659,8538,masarnia krajenka kiełbasa piwna kg 
4660,8539,frątczak kiełbasa krajana z szynki kg 
4661,8540,biegun schab pieczony ze śliwką kg 
4662,8541,biegun schab pieczony z morelą kg 
4663,8542,śmiłowo baleron kg 
4664,8543,prosiaczek polędwica łososiowa porcje kg 
4665,8544,prosiaczek szynka wieprzowa gotowana ekstra porcje kg 
4666,8545,prosiaczek schab z czosnkiem kg 
4667,8548,pekpol polędwica sopocka kg 
4668,8551,lukullus szynka gotowana w kotle kg 
4669,8554,gzella schab z puszczy kg 
4670,8555,abc zestaw zakąsek nr 
4671,8556,swojski stragan kiełbasa wieprzowa ze straganu swojski targ kg 
4672,8563,swojski stragan szynka wiejska ze straganu kg 
4673,8564,swojski stragan kiełbasa złota zwyczajna kg 
4674,8565,swojski stragan kiełbasa wieprzowa extra kg 
4675,8566,swojski stragan szynka ze straganu kg 
4676,8567,swojski stragan schab ze straganu kg 
4677,8569,drobimax śniadaniowa drobiowa kg 
4678,8571,kier kiełbasa szynkowa kg 
4679,8572,paszak kiełbasa z cielęciną kg 
4680,8574,paszak boczek wędzony bez skóry kg 
4681,8575,paszak kiełbasa biała z kotła kg 
4682,8576,paszak ogonówka parzona kg 
4683,8577,paszak parówka delikatesowa z szynki kg 
4684,8578,pruszcz polędwica wędzona surowa łososiowa kg 
4685,8581,gzella pasztetowa luksusowa kg 
4686,8582,masarnia krajenka rolada zbójnicka kg 
4687,8583,prosiaczek kiełbasa codzienna kg 
4688,8585,łuków pieczeń myśliwska z indyka kg 
4689,8591,bielesz szynka krucha z pieca kg 
4690,8598,swojski stragan parówki drobiowe kg 
4691,8599,bystry kiełbasa jałowcowa kg 
4692,8601,bystry salami chorizo kg 
4693,8603,lukullus schab drewnem wędzony kg 
4694,8610,swojski stragan piecuch babuni kg 
4695,8611,gaik smalec z mięsem kg 
4696,8612,duda kiełbasa jałowcowa kg 
4697,8614,prosiaczek szynka na boczku kg 
4698,8617,indykpol pieprzowa z indyka kg 
4699,8618,indykpol filet gotowany z indyka kg 
4700,8619,śmiłowo mielonka śniadaniowa kg 
4701,8623,sokołów kiełbaska czyżewska kg 
4702,8631,sokołów kiełbasa krakowska parzona kg 
4703,8633,biegun klopsy kg 
4704,8634,biegun schab z kotła kg 
4705,8635,biegun szynka z kotła kg 
4706,8640,masarnia krajenka kiełbasa krakowska podsuszana kg 
4707,8642,aleksandria pieczeń z rusztu kg 
4708,8643,pekpol schab krotoszyński kg 
4709,8646,aleksandria szynka bohuna kg 
4710,9395,madej wróbel kiełbasa ze świniobicia kg 
4711,8648,bukat kiełbasa parówkowa kg 
4712,8655,biegun frankfurterki wędzone kg 
4713,8656,sami swoi kiełbasa słoikowa kg 
4714,8658,prosiaczek kiełbasa raciborska kg 
4715,8662,biegun pieczeń z klopsów kg 
4716,8664,spomlek serenada ser salami pomidor i bazylia kg 
4717,8665,prosiaczek schab dziadkowy kg 
4718,8669,peklimar szynka z własnego wyrobu kg 
4719,8670,michorzewko kiełbaski michorzewskie kg 
4720,8672,balcerzak kiełbasa polska długodojrzewająca kg 
4721,8673,słomiński kiełbasa z szynki kg 
4722,8674,słomiński kiełbasa z czosnkiem kg 
4723,8675,słomiński szynka surowa wędzona dojrzewająca kg 
4724,8676,słomiński kiełbasa zwyczajna kg 
4725,8678,słomiński metka łososiowa kg 
4726,8679,słomiński kiełbasa rożnowa kg 
4727,8680,słomiński serdelka kg 
4728,8684,słomiński pasztet z królikiem kg 
4729,8685,słomiński metka tatarska kg 
4730,8686,słomiński szynka soczysta kg 
4731,8687,swojski stragan ozory luksusowe kg 
4732,8688,jbb kiszka ziemniaczana kg 
4733,8689,krakus kiełbasa krakowska sucha ekstra kg 
4734,8691,nik pol filet pieczony z indyka kg 
4735,8692,nik pol indyk bracki kg 
4736,8694,mielczarek kiełbasa chłopska kg 
4737,8697,swojski stragan smalec kg 
4738,8699,michorzewko kiełbasa myśliwska kg 
4739,8700,michorzewko parówki mich kg 
4740,8701,michorzewko kiełbasa parówkowa kg 
4741,8702,michorzewko kiełbasa śląska extra kg 
4742,8703,michorzewko kiełbasa śląska jeżycka kg 
4743,8704,michorzewko kiełbaski kruche kg 
4744,8705,michorzewko kiełbasa ze wsi kg 
4745,8706,michorzewko kiełbaski pieprzowe kg 
4746,8707,michorzewko kiełbasa biała parzona kg 
4747,8708,michorzewko kiełbasa polska kg 
4748,8709,michorzewko boczek wiejski kg 
4749,8710,michorzewko szynka polska wędzona kg 
4750,8711,michorzewko szynka ze wsi kg 
4751,8712,michorzewko szynka bez wędzenia kg 
4752,8713,michorzewko smakoszki kg 
4753,8715,tarczyński krakowska z fileta kg 
4754,8716,tarczyński kurczak pieczony w papryce kg 
4755,8717,prosiaczek dziadkowe serdelki kg 
4756,8718,prosiaczek ozory w galarecie kg 
4757,8723,dworecki kebabczeta grilowa kg 
4758,8725,lukullus boczek wiejski rolowany kg 
4759,8727,krzyś salceson z zielonym pieprzem kg 
4760,8728,pozmeat metka łososiowa wianek kg 
4761,8733,michorzewko kiełbasa węgierska kg 
4762,8734,michorzewko kiełbasa wiejska kg 
4763,8737,sokołów golonka pieczona kg 
4764,8738,kier kiełbasa śląska luksusowa kg 
4765,8740,słomiński salceson ozorkowy czarny kg 
4766,8741,swojscy boczek parzony paski kg 
4767,8742,sami swoi szynkowa z fileta kg 
4768,8745,stokłosa kiełbasa z wędzarni kg 
4769,8746,łuków kiełbasa żywiecka kg 
4770,8747,sami swoi kiełbasa golonkowa kg 
4771,8749,swojski stragan smalec z blachy kg 
4772,8751,słomiński kiełbasa śląska delikatesowa kg 
4773,8754,karol pieczeń królewska kg 
4774,8757,sami swoi kiełbasa stryja jana do grzania kg 
4775,8758,bystry metka mistrza andrzeja kg 
4776,8762,swojski stragan krokiety z szynką i serem kg 
4777,8764,sokołów salami w obsypce texas kg 
4778,8765,sokołów salami w obsypce pomidorowej gold kg 
4779,8766,morliny szynka bankietowa kg 
4780,8767,sami swoi kiełbasa rzeźnicka kg 
4781,8768,słomiński polędwiczki z pieprzem młotkowskim kg 
4782,8772,biegun kiełbasa śląska delikatesowa kg 
4783,8775,kier szynka zbójnicka kg 
4784,8777,duda indyk na biało kg 
4785,8781,biegun szynka domowa kg 
4786,8782,bystry pasztet rodziny kg 
4787,8783,franka pieczeń rzymska kg 
4788,8784,aleksandria tyrolska kg 
4789,8786,tarczyński szynka delikatesowa z fileta kg 
4790,8787,stokłosa schab ciemno wędzony kg 
4791,8788,stokłosa szynka ciemno wędzona kg 
4792,8793,biegun krakowska luksusowa kg 
4793,8795,duda szynka delikatna z pieczarkami kg 
4794,8800,sokołów żywiecka podsuszana kg 
4795,8804,darpol boczek delikatesowy kg 
4796,8812,bystry parówki delikatesowe extra kg 
4797,8813,swojski stragan kiełbasa polska kg 
4798,8816,jbb kiełbaski śniadaniowe kg 
4799,8818,jbb szynka krucha masarnia u józefa kg 
4800,8819,jbb polędwica łososiowa kg 
4801,8821,kwiecińscy kiełbasa łopatkowa kg 
4802,8822,kwiecińscy kiełbasa biała kg 
4803,8828,łobżenica twaróg półtłusty krajanka kg 
4804,8829,kabanos kiełbasa dla chłopa kg 
4805,8830,bell szynka kg 
4806,8832,rogowo pasztet z ogórkiem kg 
4807,8835,rogowo karkówka pieczona kg 
4808,8838,rogowo pasztet z pomidorami kg 
4809,8839,rogowo salceson biały kg 
4810,8841,balcerzak schab bednarza kg 
4811,8842,michorzewko kiełbasa biała delikatesowa kg 
4812,8843,tarczyński szynka gotowana premium kg 
4813,8846,animex boczek morliński wędzony kg 
4814,8848,tarczyński szynka biała kg 
4815,8855,łukosz szynkowa z indyka kg 
4816,8857,sokołów schab wielkopolski kg 
4817,8861,rogowo ogonówka pieczona kg 
4818,8862,prosiaczek kiełbaski słoneczne kg 
4819,8863,king kiełbasa zbójnicka kg 
4820,8866,różyccy filet po królewsku kg 
4821,8869,kwiecińscy golonka peklowana w siatce kg 
4822,8870,kwiecińscy pasztet brokułowy kg 
4823,8871,jbb szynka ze spiżarni kg 
4824,8873,michorzewko szynka z wędzarni kg 
4825,8874,balcerzak kiełbasa sucha jak ze wsi kg 
4826,8878,ryba polędwica z mintaja kg 
4827,8882,koma pasztetowa kg 
4828,8887,różyccy kiełbasa wolińska kg 
4829,8888,wesoła rodzinka polędwica łososiowa według taty wzorowa kg 
4830,8890,jbb kaszanka swojska kg 
4831,8896,michorzewko kiełbasa królewska kg 
4832,9397,biegun mortadela kg 
4833,8904,bystry kiełbasa rodzinna kg 
4834,8906,kier szynka staromiejska kg 
4835,8907,biegun chorizo extra kg 
4836,8908,ritter metka cebulowa kg 
4837,8909,prosiaczek kiełbasa ostrowska kg 
4838,8914,dworecki wątrobianka folia kg 
4839,8916,dworecki salceson ozorkowy kg 
4840,8917,dworecki salceson smakosz kg 
4841,8919,dworecki pieczeń rzymska kg 
4842,8920,dworecki pieczeń z ziołami kg 
4843,8921,dworecki smalec pakowany kg 
4844,8923,dworecki podgardle wędzone kg 
4845,8930,giżewski galantyna z kurczakiem kg 
4846,8931,kwiecińscy kiełbasa biała cienka kg 
4847,8932,łukosz finezja drobiowa kg 
4848,8936,biegun kiełbasa litewska kg 
4849,8937,wesoła rodzinka polska wędzona co każdej biesiadzie sprosta kg 
4850,8938,sława schab farmerski kg 
4851,8939,lukullus szynka pamra kg 
4852,8940,łukosz salceson cesarski kg 
4853,8941,kilian kostka alpejska malinowa kg 
4854,8943,biegun pasztet z kruszonką kg 
4855,8944,aleksandria pieczeń pizza kg 
4856,8947,dworecki piecówka kg 
4857,8951,stokłosa polędwica sopocka kg 
4858,8952,aves rolada z mozarellą i suszonymi pomidorami kg 
4859,8958,kwiecińscy ogonówka z zagrody kg 
4860,8959,tarczyński kindziuk litewski kg 
4861,8970,wesoła rodzinka kiełbaski wędzone przez szwagra robione kg 
4862,8971,rybhand wędzony halibut kawałki kg 
4863,8972,prosiaczek kiełbaski grillowe kg 
4864,8973,prosiaczek kiełbaski białe z szynki kg 
4865,8976,nik pol wieprzowina z zapiecka kg 
4866,8980,haga boczek boryny kg 
4867,8981,różyccy ozory w bulionie kg 
4868,8983,dworecki salceson bawarski kg 
4869,8986,michorzewko parówki cienkie kg 
4870,8987,bystry kiełbasa polska dojrzewająca kg 
4871,8988,swojscy pasztet z borowikami kg 
4872,8990,dworecki szynka surowa wędzona kg 
4873,8991,różyccy rolada boczkowa kg 
4874,8992,różyccy szynka z tłuszczykiem kg 
4875,8993,wesoła rodzinka boczek parzony dziadka ulubiony kg 
4876,8994,jbb kiełbasa ze spiżarni kg 
4877,8995,ozimek salceson mięsny jak z prl u kg 
4878,8997,prosiaczek baleron skałka kg 
4879,8998,tarczyński filet exclusive kg 
4880,9001,biegun kiełbasa myśliwska kg 
4881,9002,biegun kiełbasa polska pieczona delikatesowa kg 
4882,9005,bystry kiełbasa żywiecka kg 
4883,9006,sokołów szynka z ziarnami kg 
4884,9007,giżewski udziec po wielkoposku kg 
4885,9008,słomiński szynka biała kg 
4886,9010,drobimex pasztet biały kg 
4887,9011,wesoła rodzinka szynka w konserwie i niebo w gębie kg 
4888,9012,wesoła rodzinka szynka wędzona przez szwagra leona kg 
4889,9017,mróz kiełbasa toruńska kg 
4890,9018,sokołów szynka zwierzynecka kg 
4891,9021,biegun golonka zapiekana kg 
4892,9022,giżewski kiełbasa biała parzona premium kg 
4893,9023,ozimek kiełbasa szynkowa kg 
4894,9027,peklimar golonka pieczona kg 
4895,9028,hańderek schab wójta kg 
4896,9029,pruszcz kiełbasa krucha kg 
4897,9032,księży młyn schab zapiekany w maśle kg 
4898,9033,marciniszyn kiełbasa wiejska drobiowa kg 
4899,9036,księży młyn szynka polska wędzona kg 
4900,9037,kwiecińscy kiełbasa dębicka kg 
4901,9039,swojski stragan indyk w galarecie kg 
4902,9040,jbb schab z wędzarni kg 
4903,9042,rogowo salceson szefa kg 
4904,9043,viola galaretka wieprzowa kg 
4905,9044,balcerzak szynka bednarza kg 
4906,9046,księży młyn kiełbasa długa kg 
4907,9051,wiwa kiełbasa góralska pieczona kg 
4908,9052,wiwa karczek pieczon kg 
4909,9054,viando kiełbasa gospodarza kg 
4910,9056,sokołów swojak kg 
4911,9058,wiwa kiełbasa śląska delikatesowa kg 
4912,9059,sokołów parówki stówki z szynki kg 
4913,9060,sumelka ser śmietankowy kg 
4914,9062,wiwa kabanosy extra kg 
4915,9064,bukat kiełbasa biała cieńka parzona delikatesowa kg 
4916,9065,bukat parówka gruba kg 
4917,9066,bukat kiełbasa śląska kg 
4918,9068,sokołów polędwiczka z liściem kg 
4919,9070,sokołów polędwica łososiowa kg 
4920,9072,swojski stragan szynka doskonała w smaku kg 
4921,9074,sokołów kiełbasa biała surowa kg 
4922,9077,sokołów kiełbasa śląska kg 
4923,9079,sami swoi kiełbasa z fileta kg 
4924,9080,bystry salceson golonkowy kg 
4925,9081,kier jałowcowa mała kg 
4926,9082,duda krakowska gotowana kg 
4927,9083,giżewski indyczka gotowana premium kg 
4928,9089,swojski stragan kiełbasa polska biała surowa kg 
4929,9090,bystry szynka z kociołka kg 
4930,9092,maxpol kiełbasa po góralsku kg 
4931,9093,viando schab z weka kg 
4932,9094,lukullus kiełbasa biała parzona kg 
4933,9095,krzyś kaszanka ze szpinakiem i pomidoram kg 
4934,9096,krzyś salceson czarny kg 
4935,9097,aleksandria kiełbaski aleksandryjskie z szynki kg 
4936,9099,rybhand wędzone paski z łososia kg 
4937,9102,lukullus szynka wiśnią wędzona kg 
4938,9104,tarczyński szynka konserwowa z kurczaka kg 
4939,9105,biegun kiełbasa biała parzona delikatesowa kg 
4940,9107,michorzewko polędwica sopocka kg 
4941,9108,michorzewko szynka wędzona kg 
4942,9112,bukat kaszanka cienka kg 
4943,9113,słomiński szynka gospodarza kg 
4944,9114,bukat kiełbasa ze wsi kg 
4945,9115,bukat boczek gotowany bez skóry kg 
4946,9116,peklimar szynka z pieca kg 
4947,9123,bukat kiełbasa leszczyńska kg 
4948,9124,bukat parówka folia kg 
4949,9127,giżewski kaszanka z boczkiem kg 
4950,9128,frątczak kiełbasa biała kg 
4951,9130,giżewski kiełbasa królewska z serem kg 
4952,9131,ozimek schab z wędzarni kg 
4953,9132,obórka schab surowy wędzony kg 
4954,9133,mniaam mniaam krokiety kg 
4955,9134,giżewski kiełbasa śląska z indyka kg 
4956,9135,giżewski kiełbasa z wędzonym boczkiem kg 
4957,9136,jbb kaszanka grillowa kg 
4958,9137,bukat pasztet luksusowy kg 
4959,9138,aleksandria pasztetowa łososiowa kg 
4960,9140,biegun kiełbasa dębowa krucha kg 
4961,9143,michorzewko kiełbasa wiejska delikatesowa kg 
4962,9146,łuków kiełbasa szlachecka kg 
4963,9147,łukosz kiełbasa żywiecka podsuszana z indyka kg 
4964,9148,sokołów kiełbasa kurpiowska kg 
4965,9149,sokołów pasztet leśny kg 
4966,9150,sokołów kiełbasa grillowa z serem kg 
4967,9151,sokołów kaszanka wyborna z wątróbką kg 
4968,9152,sokołów metka z osia kg 
4969,9156,łukosz kiełbasa cesarska kg 
4970,9157,prosiaczek frankfurterki wieprzowe kg 
4971,9158,giżewski kiełbasa regionalna kg 
4972,9159,indykpol parówki samo dobro z indyka kg 
4973,9160,obórka pieczeń kg 
4974,9161,prosiaczek szynka leśna kg 
4975,9162,niewieścin kabanosy kg 
4976,9163,drobex kaszanka wyborowa kg 
4977,9164,pruszcz kiełbasa bydgoska polska kg 
4978,9165,niewieścin kiełbasa jałowcowa kg 
4979,9166,sokołów kiełbasa jałowcowa z dziczyzną kg 
4980,9167,wesoła rodzinka boczek wędzony do jajecznicy stworzony kg 
4981,9168,peklimar kiełbasa jałowcowa z soplicowa kg 
4982,9169,peklimar kiełbasa krakowska gruba kg 
4983,9170,tarczyński kiełbasa sucha krakowska z szynki extra kg 
4984,9171,prosiaczek kiełbasa krucha dobrodzieja kg 
4985,9172,niewieścin kiełbasa myśliwska kg 
4986,9173,sokołów kiełbasa myśliwska z dzika kg 
4987,9174,prosiaczek kiełbasa polska wędzona kg 
4988,9175,niewieścin kiełbasa tatrzańska kg 
4989,9177,pruszcz kiełbasa zwyczajna kg 
4990,9178,pruszcz kiełbasa żywiecka kg 
4991,9179,pruszcz metka wiejska kg 
4992,9180,prosiaczek mielonka gatunkowa kg 
4993,9181,niewieścin parówki bydgoskie kg 
4994,9182,pruszcz kiełbaski firmowe kg 
4995,9183,pruszcz parówki ekstra serdelki parówkowa kg 
4996,9184,pruszcz parówki ekstra w jelicie baranim kg 
4997,9185,drobex parówki kujawianki kg 
4998,9186,niewieścin parówki wiedeńskie kg 
4999,9187,niewieścin pasztet chłopski kg 
5000,9191,prosiaczek rolada dobrodzieja kg 
5001,9193,skrzydło z kaczki swieże kg 
5002,9194,prosiaczek kiełbasa swojska pieczona kg 
5003,9195,niewieścin szynka dziadka kg 
5004,9196,niewieścin szynka extra kg 
5005,9197,niewieścin szynka pyszna kg 
5006,9199,różyccy kiełbasa żywiecka kg 
5007,9200,różyccy kiełbasa żywiecka z serem kg 
5008,9202,balcerzak kiełbasa polska surowa kg 
5009,9204,indykpol filet pieczony samo dobro kg 
5010,9205,pruszcz kiełbasa krakowska parzona kg 
