,code,product_name
9158,15723,jbb kiełbasa sołtysówka u józefa kg 
9159,15724,kaminiarz boczek szwejka kg 
9160,15725,pekpol schab małgorzaty kg 
9161,15726,smaker sałatka jarzynowa z dorszem wedzonym kg 
9162,15727,indykpol serdelki z piersią kg 
9163,15728,markizy black white luz 
9164,15730,karpatka bonitka kokosowa luz 
9165,15731,wafle kakaowe grześki luz 
9166,15732,ciastka misie luz 
9167,15733,karpatka bonitka chałwowa kg 
9168,15734,ciastka misserca waflowe luz 
9169,15738,wafelki do lodu 
9170,15741,shake duży szt 
9171,15742,wafelek do lodu 
9172,15743,granlan ser jagramer kg 
9173,15744,kwieciński piekarnia chleb pszenny kanapkowy g 
9174,15745,kwieciński piekarnia chleb drwala g 
9175,15746,kwieciński piekarnia chleb zwykły g n kr 
9176,15747,kwieciński piekarnia chleb zwykły g krojony 
9177,15748,kwieciński piekarnia chleb zwykły g n kr 
9178,15749,kwieciński piekarnia chleb zwykły krojony g 
9179,15750,kwieciński piekarnia chleb zwykły g n kroj 
9180,15751,kwieciński piekarnia chleb żytni g 
9181,15752,kwieciński piekarnia chleb graham g 
9182,15753,kwieciński piekarnia ciasto kremowe kg 
9183,15754,kwieciński piekarnia pączek szt 
9184,15755,kwieciński piekarnia pączek książęcy szt 
9185,15756,kwieciński piekarnia pączek premium szt 
9186,15757,kwieciński piekarnia pączki serowe kg 
9187,15758,kwieciński piekarnia bagietka zapiekana z serem szt 
9188,15759,kwieciński piekarnia bułka grahamka szt 
9189,15760,kwieciński piekarnia bułka kajzerka szt 
9190,15761,kwieciński piekarnia bułka maślana szt 
9191,15762,kwieciński piekarnia bułka mleczna szt 
9192,15763,kwieciński piekarnia bułka pszenna duża szt 
9193,15764,kwieciński piekarnia bułka pszenna mała szt 
9194,15765,kwieciński piekarnia bułka pełnoziarnista pszenna szt 
9195,15766,kwieciński piekarnia chleb saski g 
9196,15767,kwieciński piekarnia chleb wiejski na maślańce g 
9197,15768,kwieciński piekarnia chleb foremkowy z makiem g 
9198,15769,kwieciński piekarnia chleb ciemny wieloziarnisty g 
9199,15770,kwieciński piekarnia bułka żytnia szt 
9200,15771,kwieciński piekarnia chałka szt 
9201,15773,kwieciński piekarnia pizzerka szt 
9202,15774,miłosław salceson szlachecki kg 
9203,15775,wawrzyniak chleb baltonowski cały g 
9204,15784,wawrzyniak chleb cebulowy szt 
9205,15785,wawrzyniak chleb pomidorowy g 
9206,15787,wawrzyniak chleb tostowy szt 
9207,15788,wawrzyniak bagietka szt 
9208,15789,kwieciński piekarnia lody włoskie średnie 
9209,15790,kwieciński piekarnia lody włoskie małe 
9210,15791,kwieciński piekarnia sernik kg 
9211,15792,kwieciński piekarnia makowiec kg 
9212,15793,kwieciński piekarnia ciasto firmowe suche szt 
9213,15794,kwieciński piekarnia jabłecznik szt 
9214,15795,kwieciński piekarnia placek drożdżowy szt 
9215,15796,kwieciński piekarnia kanapka maślana szt 
9216,15797,kwieciński piekarnia deserek duży w pucharku 
9217,15798,kwieciński piekarnia deserek mały pucharku 
9218,15799,kwieciński piekarnia anyżki kg 
9219,15800,kwieciński piekarnia rogale półfrancuskie kg 
9220,15801,kwieciński piekarnia rurka ze śmietaną szt 
9221,15802,kwieciński piekarnia ekler szt 
9222,15803,kwieciński piekarnia babeczka korpus mała 
9223,15804,kwieciński piekarnia babeczka korpus duża 
9224,15805,kwieciński piekarnia chruściki kg 
9225,15806,kwieciński piekarnia ptyś szt 
9226,15807,kwieciński piekarnia naleśnik szt 
9227,15808,kwieciński piekarnia deser lodowy szt 
9228,15809,kwieciński piekarnia babka kg 
9229,15810,wawrzyniak bułka hot dog szt 
9230,15811,wawrzyniak bułka hamburger szt 
9231,15812,wawrzyniak bułka pitta szt 
9232,15814,wawrzyniak bułka kajzerka szt 
9233,15816,wawrzyniak bułka serce szt 
9234,15818,wawrzyniak bułka cebulowa szt 
9235,15819,wawrzyniak bułka wariatka szt 
9236,15820,wawrzyniak bułka papryka szt 
9237,15821,wawrzyniak bułka szczypiorek szt 
9238,15822,wawrzyniak bułka orkiszowa szt 
9239,15824,wawrzyniak bułka kukurydziana szt 
9240,15831,wawrzyniak pączek z nutellą szt 
9241,15834,wawrzyniak ptyś szt 
9242,15835,wawrzyniak omlet szt 
9243,15836,olek drożdżówka szt 
9244,15837,wawrzyniak amerykanka szt 
9245,15841,wawrzyniak ciastka półfracuskie kg 
9246,15842,wawrzyniak ciastka pieguski kg 
9247,15843,wawrzyniak ciastka gwiazdki kg 
9248,15844,wawrzyniak ciastka koperty kg 
9249,15845,wawrzyniak zapiekanka szt 
9250,15846,wawrzyniak ciastka biszkopty g 
9251,15854,wawrzyniak muffinka czekolawdowa szt 
9252,15855,wawrzyniak placek foremka kg 
9253,15857,różyccy schab po benedyktyńsku kg 
9254,15858,kwieciński garmażerka mięso mielone z przyprawami kg 
9255,15859,stanisławów karczek faszerowany kg 
9256,15860,maxpol szynka jagny kg 
9257,15861,stanisławów pieczeń z serem kg 
9258,15862,kwieciński garmażerka kluski parowane kg 
9259,15863,rozdrażew bułka mała kajzerka szt 
9260,15867,biegun kiełbasa z chłopskiej wędzarni kg 
9261,15868,biegun kiełbasa pyszna kg 
9262,15869,beef master flaczki golińskie g 
9263,15871,maratońska babka jogutrowa kg 
9264,15872,maratońska babka piaskowa g 
9265,15873,maratońska bułka mleczna g 
9266,15874,maratońska bułka pszenna g 
9267,15875,maratońska bułka tarta g 
9268,15876,maratońska chleb diabetyk g 
9269,15877,maratońska chleb firmowy g 
9270,15878,maratońska chleb kukurydziany g 
9271,15879,maratońska chleb maślany krojony g 
9272,15880,maratońska chleb pszenno żytni g 
9273,15881,maratońska chleb pszenno żytni krojony g 
9274,15882,maratońska chleb pszenny g 
9275,15883,maratońska chleb razowy g 
9276,15884,maratońska chleb słonecznikowy g 
9277,15885,maratońska chleb zakopiański g 
9278,15886,maratońska ciastko fracuskie g 
9279,15887,maratońska omlet g 
9280,15889,maratońska ciasto chery czekoladowe z wiśniami kg 
9281,15890,maratońska ciasto duńskie kg 
9282,15891,maratońska ciasto finezja kg 
9283,15892,maratońska ciasto galartka z brzoskwinią kg 
9284,15893,maratońska ciasto galaretka z malinami kg 
9285,15894,maratońska ciasto galaretka z truskawkami kg 
9286,15895,maratońska ciasto napoleon kg 
9287,15896,maratońska ciasto piramidka kg 
9288,15897,maratońska ciasto ptasie mleczko kg 
9289,15898,krzyś pasztet wiejski kg 
9290,15899,gs wilkowyja chleb razowy cały szt 
9291,15900,gs wilkowyja chleb przenny cały szt 
9292,15901,biegun szynka z komina kg 
9293,15902,knedle z truskawką kg 
9294,15903,knedle z serem kg 
9295,15904,gaik szynka jak dawniej kg 
9296,15905,duda pasztetowa z pieczonym boczkiem szt 
9297,15906,bukat kiełbasa szynkowa z pieprzem kg 
9298,15907,korona szynka konserwowa kg 
9299,15908,biegun salceson domowy kg 
9300,15909,księży młyn boczek parzony kg 
9301,15910,biegun wędzonka sołtysa kg 
9302,15911,biegun delicja drobiowa kg 
9303,15912,biegun szynka biała z koperkiem kg 
9304,15913,biegun metka łososiowa kg 
9305,15914,drob pieczeń pyszna kg 
9306,15916,jbb szynka szwajcarska drobiowa z serem kg 
9307,15917,duda szynka sapiehy kg 
9308,15918,duda szynka ulubiona kg 
9309,15919,korona szynka herbowa kg 
9310,15920,biegun salceson z czskiem kg 
9311,15921,korona kiełbasa szlachecka kg 
9312,15925,finefood ser goldamer kg 
9313,15926,lafesta ser z przyprawami kg 
9314,15928,pierogi z truskawką kg 
9315,15929,jarociński ser półtłusty kg 
9316,15930,maratońska ciasto sernik na zimno kg 
9317,15931,emix ciastka kokosanki g 
9318,15932,emix corsato maślane g 
9319,15933,emix corsato marmolada g 
9320,15934,emix corsato marmolada czekolada g 
9321,15935,maratońska ciasto shrek kg 
9322,15936,maratońska ciasto skubaniec kg 
9323,15937,maratońska ciasto snikers kg 
9324,15938,maratońska ciasto w z kg 
9325,15939,maratońska drożdżówka g 
9326,15940,maratońska ciasto jabłecznik kg 
9327,15941,maratońska ciasto sernik kg 
9328,15942,maratońska wianek drożdżowy g 
9329,15943,maratońska ekler g 
9330,15944,maratońska mini rurka z kremem szt 
9331,15945,maratońska pączek kg 
9332,15946,maratońska rurka z kremem szt 
9333,15947,maratońska pączek g 
9334,15948,maratońska pączek z adwokatem g 
9335,15949,maratońska pączek z jabłkiem g 
9336,15950,maratońska ptyś ze śmietaną szt 
9337,15951,maratońska placek drożdżowy foremka g 
9338,15952,skiba golonka w sosie własnym kg 
9339,15953,wesoła rodzinka pieczeń z jabłkami zachwyca smakami kg 
9340,15954,wesoła rodzinka schabówka z przyprawami zachwyca smakami kg 
9341,15955,kwieciński garmażerka gołąbki kg 
9342,15956,kwieciński piekarnia tort mały szt 
9343,15957,kwieciński piekarnia tort średni szt 
9344,15958,kwieciński piekarnia tort duży szt 
9345,15959,kwieciński piekarnia chleb wieloziarnisty połówka g 
9346,15960,kwieciński piekarnia chleb saski połówka g 
9347,15961,ita ciastka mix kg 
9348,15962,olek marcepanki kg 
9349,15963,staropolskie wędliny rogal z pieprzem kg 
9350,15965,olewnik filet maślany z indyka kg 
9351,15966,sójka bułka duża g 
9352,15968,sójka bułka hamburger g 
9353,15969,sójka bułk kajzerka g 
9354,15970,sójka bułka mała g 
9355,15975,sójka chleb duży n kr g 
9356,15977,sójka chleb mały n kr g 
9357,15978,sójka chleb krojony g 
9358,15979,sójka chleb okrągły n kr g 
9359,15980,sójka chleb okrągły krojony g 
9360,15981,sójka chleb razowy n kr g 
9361,15982,sójka chleb słonecznikowy n kr g 
9362,15983,sójka chleb wieloziarnisty n kr g 
9363,15984,sójka chleb zbójnicki n kr g 
9364,15985,sójka drożdżówka g 
9365,15986,mat piek bułka razowa szt 
9366,16023,grzegorzew szynka delikatesowa kg 
9367,16024,bukat wyrób podrobowy kg 
9368,16025,bukat kiełbasa słoikowa kg 
9369,16026,biegun pasztet zapiekany z żurawiną kg 
9370,16027,laskowski ciasto kostka mix g 
9371,16028,laskowski ciastka kruche mix g 
9372,16029,sójka chleb blachowy g 
9373,16030,gs wilkowyja placek drożdżowy z jabłkiem kg 
9374,16031,gs wilkowyja zdobna chałka szt 
9375,16032,gs wilkowyja hot dog szt 
9376,16033,słomiński mortadela kg 
9377,16034,słomiński tuszonka kg 
9378,16035,aves rolada z cebula i pieczarkami kg 
9379,16036,biegun pieczeń krakowska kg 
9380,16037,maratońska rogal mleczny g 
9381,16039,sokołów salami z papryką kg 
9382,16040,arturo kiełbasa kanapkowa kg 
9383,16041,żurek ml butelka plastik 
9384,16044,tomice sernik kg 
9385,16048,maratońska ciasto pijak makowo budyniowe z alkoholem kg 
9386,16049,maratońska ciasto bit kg 
9387,16050,maratońska ciasto cytrynowiec kg 
9388,16051,hortex mieszanka chińska kg 
9389,16052,hortex marchewka mini kg 
9390,16053,prosiaczek szynka prezesa kg 
9391,16054,balcerzak schab złocisty kg 
9392,16055,stodoła stobno tradycyjny chleb na zakwasie g 
9393,16056,błaszkowiak śnieżka g 
9394,16057,bukat boczek wędzony parzony kg 
9395,16058,maratońska placek jogurtowy kg 
9396,16059,lewandowscy kiełbasa zielonogórska kg 
9397,16060,lewandowscy kiełbasa szlachecka kg 
9398,16062,kozłowski przysmak mojej babci kg 
9399,16063,michorzewko kiełbasa dobra kg 
9400,16064,sokołów salceson czoskowy kg 
9401,16065,sokołów kiełbaski basiuni mini kg 
9402,16066,tuchorza wędzony filet kg 
9403,16067,tuchorza wędzone żeberka kg 
9404,16068,smakowite boczek extra paski kg 
9405,16069,arturo pierś gotowana kg 
9406,16070,barczak babeczki szt 
9407,16072,maratońska ciasto rafaello kg 
9408,16074,maratońska ciasto szrek kg 
9409,16075,wesoła rodzinka szynka grażyny janusza dziewczyny kg 
9410,16076,drobimex kiełbasa śląska z kurcząt kg 
9411,16077,krośnice ciastka jogurtowe kg 
9412,16078,kwieciński garmażerka sałatka jarzynowa kg 
9413,16079,kwieciński garmażerka sałatka z żurawiną i kurczakiem kg 
9414,16082,bogdaniec paluch szt 
9415,16087,drobimex drobimetki kg 
9416,16088,mlekovita ser gouda wędzona kg 
9417,16089,kabanos schab nie ze wsi kg 
9418,16090,kwieciński kulka truflowa szt 
9419,16091,kwieciński ciastka składane szt 
9420,16092,rycki ser edam wędzony kg 
9421,16093,serenada ser rolada podlaska z przyprawami kg 
9422,16094,księżak ser żółty kg 
9423,16095,kaczmarek parówki francuskie kg 
9424,16096,kwieciński piekarnia ciastka kruche z cukrem kg 
9425,16097,kwieciński piekarnia ciasto firmowe kremowe szt 
9426,16098,lniano metka łososiowa kg 
9427,16099,jbb kaszanka kurpiowska kg 
9428,16100,kaczmarek polędwica sopocka kg 
9429,16102,kwieciński beczułka ajerkoniak kg 
9430,16104,kwieciński ciastka bezy kg 
9431,16105,kwieciński ciastka łazaneczki grona luz 
9432,16106,beziki brzesc luz 
9433,16107,wafle koktajlowe w czekoladzie interfood luz 
9434,16111,ciastka biszkopty z galaretką luz delicpol 
9435,16112,łasuch murzynki kubek mały szt 
9436,16113,łasuch murzynki kubek duży szt 
9437,16114,łasuch murzynki słodkie zoo szt 
9438,16115,tosta wisienki kg 
9439,16117,olej kokosowy wojlen ml 
9440,16119,maratońska tort średni szt 
9441,16120,paszak schab staropolski kg 
9442,16122,madej wróbel szynka włoska mamma mia kg 
9443,16123,karol baleron gotowany kg 
9444,16124,seko filety śledziowe w sosie śmietanowym kg 
9445,16125,chabura szynkowa z pieprzem kg 
9446,16126,boczek rolowany sznurkiem owijany kg 
9447,16127,prosiaczek biała dobrodzieja kg 
9448,16129,łosoś pieczeń kg 
9449,16130,limanda tusza kg 
9450,16132,piekarnia rodzinna kirschhiebel jagodzianka szt 
9451,16134,piekarnia rodzinna kirschhiebel bagietka długa szt 
9452,16138,wils paluch z serem szt 
9453,16141,kwieciński piekarnia babeczka do święconki szt 
9454,16144,kwieciński garmażerka wątrobianka kg 
9455,16149,niewieścin szynka z nogą kg 
9456,16151,bagietka bagietka g 
9457,16152,bagietka bagietka toskana g 
9458,16153,bagietka bajgiel g 
9459,16155,bagietka jogurt z granolą jagoda ml 
9460,16156,bagietka jogurt z granolą malina ml 
9461,16158,bagietka koktajl mango ml 
9462,16162,borówka mufinka szt 
9463,16163,osm ser śmietankowy w posypce gyros kg 
9464,16164,osm ser śmietankowy w posypce czosnek kg 
9465,16165,kier baleron tucholski kg 
9466,16171,brudzew rogal g 
9467,16172,brudzew drożdżówka g 
9468,16173,brudzew chałka duża g 
9469,16174,brudzew chałka mała g 
9470,16175,brudzew żur ml 
9471,16176,kozłowski schab z maciejowej wędzarni kg 
9472,16177,kozłowski parówkowa kg 
9473,16179,kozłowski szynka z maciejowej wędzarni kg 
9474,16182,laskowski ciasto na śmietanie kostka mix g 
9475,16184,laskowski tort mix kg 
9476,16185,słomiński salceson ozorowy biały kg 
9477,16186,krajenka szynka królewska po cygańsku kg 
9478,16190,rogowo szynka złota nie wędzona kg 
9479,16195,barczak tort duży szt 
9480,16201,kiszka kiełbasa wiejska kg 
9481,16202,kiszka kiełbasa śląska kg 
9482,16203,kiszka kiełbasa w słoiku szt 
9483,16204,kiszka salceson w słoiku szt 
9484,16205,kiszka wątrobianka w słoiku szt 
9485,16207,bagietka jagodowy puding z tapioki g 
9486,16209,kwieciński garmażerka sałatka grecka szt 
9487,16210,kwieciński piekarnia chleb razowy g 
9488,16211,kwieciński piekarnia chleb barokowy g 
9489,16212,kwieciński piekarnia chleb czosnkowy g 
9490,16213,kwieciński piekarnia chleb owsiany g 
9491,16214,kwieciński piekarnia chleb pokrzywowy g 
9492,16216,kier kiełbasa swojska z cielęciną kg 
9493,16217,bagietka kokosanki kg 
9494,16218,gucio pyłek kwiatowy ml g 
9495,16219,gucio pyłek kwiatowy ml g 
9496,16220,gucio miód rzepakowy ml g 
9497,16221,gucio miód rzepakowy kremowy ml g 
9498,16222,gucio miód akacjowy ml g 
9499,16223,gucio miód rzepakowy g 
9500,16224,gucio miód rzepakowy kremowy ml g 
9501,16225,gucio miód akacjowy ml g 
9502,16228,bagietka owsianka mango malina g 
9503,16229,sokołów szynka wielkopolska kg 
9504,16230,szypiórkowski mini grahamka szt 
9505,16233,polaszewska bułka grahamka g 
9506,16236,polaszewska pączek g 
9507,16239,polaszewska bułka jogurtowa g 
9508,16241,panix płat śledziowy smażony w cieście kg 
9509,16242,wama bułka ciabata g 
9510,16243,wama chleb firmowy cały g 
9511,16244,wama chleb wiejski krojony g 
9512,16245,wama bagietka g 
9513,16246,kwieciński ciasto firmowe przekładane kg 
9514,16247,kwieciński bagietka z masłem czosnkowym g 
9515,16248,kwieciński chleb same ziarna g 
9516,16249,kaczmarek smalec domowy g 
9517,16251,nowaccy pierś gotowana kg 
9518,16253,kwieciński tartaletka kg 
9519,16254,karol schab wyborny kg 
9520,16256,kaczmarek salceson familijny kg 
9521,16257,kaczmarek szynkowa kanapkowa kg 
9522,16258,duda kiełbasa biała parzona kg 
9523,16259,kwieciński chleb ze słonecznikiem g 
9524,16260,dobrowolscy szynka gotowana kg 
9525,16262,kaczmarek kiełbasa krakowska podsuszana kg 
9526,16264,piekarnia rodzinna kirschhiebel omlet szt 
9527,16265,piekarnia rodzinna kirschhiebel jagodzianka szt 
9528,16266,piekarnia rodzinna kirschhiebel ptyś szt 
9529,16267,piekarnia rodzinna kirschhiebel ekler szt 
9530,16268,słomiński pasztet z kaczki kg 
9531,16270,polaszewska ciastko francuskie g 
9532,16272,kiszka kiełbasa surowa polska kg 
9533,16273,kiszka bułczanka kg 
9534,16274,kiszka wątrobianka kg 
9535,16275,kiszka salceson słoik szt 
9536,16276,kiszka tuszonka z galaretką szt 
9537,16278,kwiecinski piekarnia ciastka biszkoptowe kg 
9538,16279,maratońska ciasto śliwkowe kg 
9539,16280,gustavus szynka hebanowa kg 
9540,16282,kwieciński wieczniki kg 
9541,16283,sokołów słowianki parówki z fileta kg 
9542,16284,sokołów kiełbasa bursztynowa kg 
9543,16285,pekpol rolada włoska kg 
9544,16286,kwieciński chleb okrągły g 
9545,16287,kwieciński pieczeń śląska kg 
9546,16288,kwieciński rolada z kurczaka z żurawiną kg 
9547,16289,kwieciński schab z morelą kg 
9548,16290,rawicz twaróg półtłusty kg 
9549,16294,piekuś fondant czekoladowy g 
9550,16295,polaszewska bułka duża wrocławska g 
9551,16297,polaszewska chleb orkiszowy z miodem g 
9552,16298,polaszewska chleb gryczany g 
9553,16299,gs wilkowyja mini pizza g 
9554,16300,wama omlet szt 
9555,16301,biegun smaczek konserwowy g 
9556,16302,biegun kiełbasa alpejska kg 
9557,16304,bagietka koktajl malinowy ml 
9558,16305,jbb kaszanka na patelnię kg 
9559,16306,pekpol szynka z pieca kg 
9560,16309,wędliny od zawsze kiełbasa bohuna kg 
9561,16310,olewnik kabanosy wieprzowe pieprzowe kg 
9562,16311,bystry policzki w sosie śmietanowo chrzanowym kg 
9563,16312,niewieścin metka luksusowa kg 
9564,16314,wama ekler szt 
9565,16315,olewnik schab tatrzański kg 
9566,16316,madej wróbel baryłka z pieprzem kg 
9567,16317,nickal s płoć suszona patroszona kg 
9568,16318,anna muszelka szt 
9569,16319,anna beza z kremem szt 
9570,16320,familijna ptyśie z kremem kg 
9571,16321,olsza ciasto brzdąc kg 
9572,16323,barczak tort sredni szt 
9573,16324,barczak tort mały szt 
9574,16325,słomiński kiełbasa swojska kg 
9575,16326,kiszka salceson domowy kg 
9576,16327,kiszka metka cebulowa kg 
9577,16328,kiszka biała parzona kg 
9578,16329,kiszka boczek wędzony kg 
9579,16330,anna rogalik szampański kg 
9580,16332,rem marco kostka węgierka kg 
9581,16333,indykpol rarytas kanapkowy kg 
9582,16337,franka krakowska sucha kg 
9583,16339,anna miodownik kg 
9584,16340,rem marco kostka bistro kg 
9585,16343,sokołów kurcze pieczone kg 
9586,16346,józiak tort okolicznościowy szt 
9587,16347,bukat galantyna drobiowa kg 
9588,16348,sokołów gratka polędwica z indykiem kg 
9589,16351,polaszewska placek drożdżowy pakowany g 
9590,16352,drobimex podudzie z kurcząt wędzone parzone kg 
9591,16354,rogowo szynka złota kg 
9592,16355,wesoła rodzinka boczek rolowany sznurkiem owijany kg 
9593,16357,smoliński metka łososiowa kg 
9594,16358,gs bukowiec chleb gracham g 
9595,16359,piekuś kostka orzechowa kg 
9596,16360,king kiełbasa piwna kg 
9597,16361,king kiełbasa żywiecka wyborna kg 
9598,16362,gs nowe mini bułeczka g 
9599,16379,śmiłowo pieczeń szlachecka kg 
9600,16380,kiszka u kiszki smalec ze skwarkami g 
9601,16381,kiszka u kiszki smalec czysty g 
9602,16382,sokołów pieczeń śląska kg 
9603,16383,olewnik krakowska sucha z szynki kg 
9604,16384,anna ptyś z kremem szt 
9605,16385,bogdaniec ciastka kruche kg 
9606,16386,nova sernik karmelowy kg 
9607,16387,mik mar banan w czekoladzie g 
9608,16388,mik mar pyzy domowe g 
9609,16389,jbb szynkówka kg 
9610,16390,wędliny od zawsze kurczak gotowany z piersi z kurczaka kg 
9611,16391,lniano polędwica łososiowa kg 
9612,16393,księży młyn kiełbasa drobiowa ze młyna kg 
9613,16409,księży młyn kiełbasa drobiowa ze młyna kg 
9614,16410,karsko opłatek na tort szt 
9615,16411,kier smarowidło z mięsem kg 
9616,16412,skrzypiec chleb g 
9617,16413,skrzypiec bułka wrocławska szt 
9618,16414,skrzypiec chleb g 
9619,16415,skrzypiec drożdzówka szt 
9620,16416,skrzypiec chleb graham szt 
9621,16417,skrzypiec chleb dar zbóż szt 
9622,16418,skrzypiec bułka graham szt 
9623,16419,skrzypiec rogal szt 
9624,16437,gs skwierzyna bułka pszenna szt 
9625,16438,gs skwierzyna bułka pszenna g 
9626,16439,gs skwierzyna chleb cebulowy g 
9627,16440,gs skwierzyna chleb razowy krojony g 
9628,16441,gs skwierzyna chleb razowy ziarno szt 
9629,16442,gs skwierzyna chleb swojski g 
9630,16443,gs skwierzyna chleb swojski krojony g 
9631,16444,gs skwierzyna chleb swojski z mąki szt 
9632,16445,gs skwierzyna rogal szt 
9633,16446,skrzypiec chleb z makiem krojony g 
9634,16447,bomax bułka hamburger szt 
9635,16448,maratońska placek drożdżowy kg 
9636,16449,maratońska ciasto fantazja kg 
9637,16451,chabura schab magnacki w posypce kg 
9638,16452,bukat kiełbasa polska surowa kg 
9639,16453,maliny luz mrożone kg 
9640,16457,rem marco kostka porzeczkowa kg 
9641,16458,rem marco wisienki nowe kg 
9642,16459,słomiński pieczeń ala kaczka kg 
9643,16460,skrzypiec chleb helios g 
9644,16462,sendal rogal świętomarciński szt 
9645,16463,wędliny od zawsze mielonka wędzona kg 
9646,16464,nova sernik starogardzki kg 
9647,16465,nova kostka owocowa kg 
9648,16467,kiszka smalec ze skwarkami szt 
9649,16468,wama beza kg 
9650,16469,wama ciasto mix kg 
9651,16470,prosiaczek ogonówka kg 
9652,16471,mc cain kulki kg 
9653,16472,tosmak rogale świętomarcińskie kg 
9654,16473,wędliny od zawsze pasztet z kruszonką kg 
9655,16474,sendal ciasto drożdżowe kg 
9656,16475,wędliny od zawsze wędzonka tradycyjna od zawsze kg 
9657,16477,smoliński szynka konserwowa kg 
9658,16478,smoliński kiełbasa z dobrej kg 
9659,16479,smoliński metka tatarska kg 
9660,16480,smoliński mielonka z suszonymi pomidorami kg 
9661,16481,maratońska rogal z powidłami kg 
9662,16482,maratońska rogal z ciemnym makiem kg 
9663,16483,piekuś tartaletka z jabłkiem g 
9664,16485,skrzypiec ciasto drożdzowe kg 
9665,16486,gs skwierzyna chleb tostowy szt 
9666,16488,gs skwierzyna chleb swojski z makiem g 
9667,16489,staropolskie wedliny kiełbasa długa od zawsze kg 
9668,16493,macioszek bułka zwykła wypiek szt 
9669,16494,maratońska ciasto krówka kg 
9670,16496,la petite rogal nekielski kg 
9671,16497,mat piek rogale marcińskie kg 
9672,16500,wesoła rodzinka pasztet pieczony ze smakiem jedzony kg 
9673,16502,muszalscy rogal z powidłami kg 
9674,16503,muszalscy rogal z białym makiem kg 
9675,16504,bogdaniec chleb baltonowski kg 
9676,16505,ita francuskie ser kg 
9677,16506,biegun pasztet śmietankowy kg 
9678,16508,ita koszulka jabłkowa kg 
9679,16509,nova ciasto leśne kg 
9680,16510,strzałkowo twaróg śmietankowy bez laktozy kg 
9681,16511,hert bułka owsiano sojowa g 
9682,16512,hert drożdżówka g 
9683,16513,hert bułka z ziarnem dyni g 
9684,16514,hert chałka g 
9685,16515,hert rogale półfrancuskie z białym makiem kg 
9686,16516,karsko jogurtowa szt 
9687,16517,hortex warzywa na patelnie polskie g 
9688,16518,constar szynkowa wieprzowa kg 
9689,16519,hert chleb wiejski krojony g 
9690,16520,hert chleb pszenny g 
9691,16521,hert chleb graham krojony g 
9692,16522,hert chleb wieloziarnisty g 
9693,16523,hert chleb żytni staropolski g 
9694,16524,różyccy baleron kg 
9695,16525,wesoła rodzinka zielonogórska wuja józka kg 
9696,16526,różyccy kiełbasa biała parzona luksusowa kg 
9697,16529,panix sałatka śledziowa bałkańska kg 
9698,16530,staropolskie wędliny staropolanki kg 
9699,16531,macioszek jabłecznik kg 
9700,16532,paszak szynka pradziada pak kg 
9701,16533,paszak kiełbasa z własnego wyrobu kg 
9702,16534,paszak szybka z własnego wyrobu kg 
9703,16536,obórka bigos domowy kg 
9704,16537,nova ciasto calineczka kg 
9705,16540,skrzypiec babka kg 
9706,16541,ita koszulki z nadzieniem serowym kg 
9707,16542,king polędwica sopocka regionalna kg 
9708,16543,elżbieta ciasto kg 
9709,16544,elżbieta snikers kg 
9710,16545,wesoła rodzinka biała surowa do garnka gotowa kg 
9711,16546,la rosse ciasto mix kg 
9712,16547,jbb szynka zawiszy kg 
9713,16548,hert napoleonki kg 
9714,16549,hert ciastka ptysie kg 
9715,16550,hert muszelki kg 
9716,16551,hert bezy kg 
9717,16552,hert bezy z kremem cytrynowym kg 
9718,16553,hert ciastka kruche z cukrem i słonecznikiem kg 
9719,16554,hert ciastka kruche z cukrem kg 
9720,16557,smoliński kiełbasa holenderska kg 
9721,16558,szypiórkowski chleb razowy ze słonecznikiem szt 
9722,16559,bystry kiełbasa farmerska z wołowiną kg 
9723,16560,sokołów serdelki kg 
9724,16562,panix filet śledziowy po skandynawsku wiaderko kg 
9725,16563,panix korki śledziowe z warzywami kg 
9726,16564,drobimex kiełbasa podsuszana kg 
9727,16565,maratońska pierniki świąteczne g 
9728,16567,swojski stragan szynka prosto z wędzarni kg 
9729,16568,pomidor śliwkowy malinowy kg 
9730,16569,karol mielonka kanapkowa kg 
9731,16571,masarnia krajenka kiełbasa myśliwska ciepła kg 
9732,16574,masarnia krajenka szynka królewska parzona ciepła kg 
9733,16578,grygier pierniki suche kg 
9734,16579,grygier pierniki w lukrze kg 
9735,16580,grygier pierniki w czekoladzie kg 
9736,16581,grygier krajanka piernikowa kg 
9737,16582,grygier ciastka korzenne kg 
9738,16583,grygier piernik przekładany kg 
9739,16584,nova jabłecznik kg 
9740,16585,mat piek chleb fit graham g 
9741,16586,wesoła rodzinka wędzonka łososiowa według taty wzorowa kg 
9742,16587,mlekpol ser żółty gouda kg 
9743,16588,miruna patagońska kg 
9744,16591,laguna filet śledziowy solony ale matias kg 
9745,16593,masarnia kowal salceson biały kg 
9746,16594,masarnia kowal kaszanka kg 
9747,16595,masarnia kowal podgardle kg 
9748,16596,masarnia kowal ogonówka wędzona kg 
9749,16597,masarnia kowal kiełbasa słoikowa kg 
9750,16598,masarnia kowal parówka cienka kg 
9751,16599,sendal pączek wiedeński gniazdko szt 
9752,16600,swojski stragan kiełbasa bukiem wędzona kg 
9753,16604,kwieciński piekarnia chleb corn mix g 
9754,16605,kwieciński piekarnia chleb kukurydziany g 
